DOEID,ALTHUQ,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT
202,9,1,5,3,0,7200,1800,1800,0,3600,5400,1800,1800,0,0,0,0,1800,3600,0,800,7200,0,1800,0,0,0,1800,0,3600
203,9,3,5,4,0,780,0,0,0,780,780,0,0,0,0,0,0,0,780,0,780,780,0,0,0,0,0,0,0,780
204,9,3,2,4,0,6360,1272,1272,0,3816,3816,2544,0,1272,0,0,0,1272,3816,0,0,6360,0,1272,0,0,0,1272,0,3816
205,9,2,11,3,1,9200,2200,0,650,6350,6350,2850,0,2200,0,650,0,0,6350,0,8550,2850,0,2200,0,650,0,0,6350,0
206,9,3,3,4,0,4545,1305,1620,0,1620,2925,1620,1305,0,0,0,0,1620,1620,0,4545,2925,0,1305,0,0,0,1620,1620,0
207,9,2,3,1,1,1212,0,0,400,812,812,400,0,0,0,400,0,0,812,0,0,1212,0,0,0,400,0,0,0,812
208,9,3,6,2,1,775,0,0,0,775,775,0,0,0,0,0,0,0,775,0,775,0,0,0,0,0,0,0,775,0
209,9,4,3,3,1,2726,775,0,400,1551,1329,1397,0,775,0,400,0,0,1329,222,0,2726,0,775,0,400,0,0,0,1551
210,3,4,7,3,1,2826,0,0,400,2426,2426,400,0,0,0,400,0,0,2426,0,938,1888,0,0,0,400,0,0,938,1488
211,9,3,6,4,0,2032,0,0,0,2032,2032,0,0,0,0,0,0,0,2032,0,2032,0,0,0,0,0,0,0,2032,0
212,9,1,3,1,1,3493,795,0,0,2698,2698,795,0,795,0,0,0,0,2698,0,1164,3493,0,795,0,0,0,0,0,2698
213,9,2,1,2,1,3525,1175,0,0,2350,1637,1888,294,881,0,0,0,0,1343,1007,3525,1175,0,1175,0,0,0,0,2350,0
214,9,3,7,2,0,1966,957,0,0,1009,1966,0,957,0,0,0,0,0,1009,0,1966,0,957,0,0,0,0,0,1009,0
215,9,2,4,3,0,935,0,0,0,935,701,234,0,0,0,0,0,0,701,234,467,935,0,0,0,0,0,0,0,935
216,9,3,5,4,0,3120,0,0,0,3120,1783,1337,0,0,0,0,0,0,1783,1337,0,3120,0,0,0,0,0,0,0,3120
217,9,1,5,1,1,1422,0,0,250,1172,1172,250,0,0,0,250,0,0,1172,0,167,1422,0,0,0,250,0,0,0,1172
218,9,3,12,2,1,2866,306,0,400,2160,2160,706,0,306,0,400,0,0,2160,0,2466,706,0,306,0,400,0,0,2160,0
219,9,1,3,1,1,999,0,0,0,999,999,0,0,0,0,0,0,0,999,0,0,999,0,0,0,0,0,0,0,999
220,9,2,6,2,0,1440,0,0,0,1440,1440,0,0,0,0,0,0,0,1440,0,0,1440,0,0,0,0,0,0,0,1440
221,9,3,8,2,1,4212,0,1404,250,2558,2558,1654,0,0,0,250,0,1404,2558,0,1321,4212,0,0,0,250,0,1404,0,2558
222,9,2,1,4,0,4140,1170,0,250,2720,1088,3052,0,1170,0,250,0,0,1088,1632,0,4140,0,1170,0,250,0,0,0,2720
223,9,3,2,2,0,1120,0,0,0,1120,1120,0,0,0,0,0,0,0,1120,0,1120,0,0,0,0,0,0,0,1120,0
224,9,3,4,2,1,4096,1723,0,650,1723,3403,693,1680,43,0,650,0,0,1723,0,3446,650,1723,0,0,650,0,0,1723,0
225,9,3,9,1,1,1013,0,0,400,613,613,400,0,0,0,400,0,0,613,0,613,400,0,0,0,400,0,0,613,0
226,9,1,3,1,1,849,0,0,0,849,849,0,0,0,0,0,0,0,849,0,212,849,0,0,0,0,0,0,0,849
227,9,1,7,3,1,4590,0,2295,400,1895,1895,2695,0,0,0,400,0,2295,1895,0,4190,2695,0,0,0,400,0,2295,1895,0
228,9,3,5,2,1,2302,0,0,400,1902,1902,400,0,0,0,400,0,0,1902,0,1902,400,0,0,0,400,0,0,1902,0
229,9,3,5,4,0,720,0,0,0,720,540,180,0,0,0,0,0,0,540,180,180,720,0,0,0,0,0,0,0,720
230,9,1,3,1,1,4896,974,0,250,3672,3672,1224,0,974,0,250,0,0,3672,0,1549,4896,0,974,0,250,0,0,0,3672
231,9,2,10,4,1,6206,1980,950,650,2626,5967,239,1980,0,650,0,950,0,2387,239,5556,650,1980,0,0,650,950,0,2626,0
232,9,3,7,4,0,938,0,0,0,938,657,281,0,0,0,0,0,0,657,281,188,938,0,0,0,0,0,0,0,938
233,9,2,3,1,1,1824,912,0,0,912,1140,684,228,684,0,0,0,0,912,0,365,1824,0,912,0,0,0,0,0,912
234,9,1,1,4,1,3698,1161,0,0,2537,3698,0,1161,0,0,0,0,0,2537,0,0,3698,0,1161,0,0,0,0,0,2537
235,9,2,7,2,1,1800,516,0,0,1284,1284,516,0,516,0,0,0,0,1284,0,1800,516,0,516,0,0,0,0,1284,0
236,9,5,3,1,0,1485,0,0,250,1235,1235,250,0,0,0,250,0,0,1235,0,1235,250,0,0,0,250,0,0,1235,0
237,9,1,4,3,0,1842,0,874,0,968,968,874,0,0,0,0,0,874,968,0,1842,874,0,0,0,0,0,874,968,0
238,9,3,8,2,1,2376,792,0,0,1584,1584,792,0,792,0,0,0,0,1584,0,950,2376,0,792,0,0,0,0,0,1584
239,5,1,6,1,1,756,0,0,0,756,756,0,0,0,0,0,0,0,756,0,252,756,0,0,0,0,0,0,0,756
240,9,1,2,3,1,1696,432,432,400,432,1296,400,432,0,0,400,432,0,432,0,741,1696,0,432,0,400,0,432,0,432
241,9,2,1,2,0,3978,546,1144,0,2288,2262,1716,546,0,0,0,0,1144,1716,572,0,3978,0,546,0,0,0,1144,0,2288
242,9,3,7,4,0,1078,0,0,0,1078,647,431,0,0,0,0,0,0,647,431,0,1078,0,0,0,0,0,0,0,1078
243,9,3,4,3,1,5152,300,1352,400,3100,3100,2052,0,300,0,400,0,1352,3100,0,4752,2052,0,300,0,400,0,1352,3100,0
244,9,3,4,1,1,1751,0,0,250,1501,1501,250,0,0,0,250,0,0,1501,0,0,1751,0,0,0,250,0,0,0,1501
245,9,1,8,4,0,2784,0,0,650,2134,2134,650,0,0,0,650,0,0,2134,0,2134,650,0,0,0,650,0,0,2134,0
246,9,4,7,3,1,2264,0,0,400,1864,1864,400,0,0,0,400,0,0,1864,0,1864,400,0,0,0,400,0,0,1864,0
247,9,1,6,1,0,1288,0,0,0,1288,1288,0,0,0,0,0,0,0,1288,0,1288,0,0,0,0,0,0,0,1288,0
248,9,1,2,2,0,543,0,0,0,543,543,0,0,0,0,0,0,0,543,0,543,543,0,0,0,0,0,0,0,543
249,9,4,6,1,1,1344,0,0,250,1094,1094,250,0,0,0,250,0,0,1094,0,0,1344,0,0,0,250,0,0,0,1094
250,9,3,11,4,0,3864,1932,0,400,1532,1532,2332,0,1932,0,400,0,0,1532,0,3464,2332,0,1932,0,400,0,0,1532,0
251,9,1,4,3,1,2756,0,0,0,2756,2756,0,0,0,0,0,0,0,2756,0,987,1769,0,0,0,0,0,0,987,1769
252,9,1,6,3,1,1106,0,0,0,1106,1106,0,0,0,0,0,0,0,1106,0,0,1106,0,0,0,0,0,0,0,1106
253,9,7,5,4,0,2970,0,0,400,2570,2570,400,0,0,0,400,0,0,2570,0,2570,400,0,0,0,400,0,0,2570,0
254,9,3,9,3,0,1032,0,0,250,782,782,250,0,0,0,250,0,0,782,0,782,250,0,0,0,250,0,0,782,0
255,9,1,8,4,1,5440,0,2720,400,2320,2320,3120,0,0,0,400,0,2720,2320,0,5040,3120,0,0,0,400,0,2720,2320,0
256,9,3,5,2,0,2875,690,0,400,1785,2475,400,690,0,0,400,0,0,1785,0,923,2209,0,690,0,400,0,0,666,1119
257,9,1,6,1,1,991,0,0,0,991,991,0,0,0,0,0,0,0,991,0,397,991,0,0,0,0,0,0,0,991
258,9,1,8,1,0,1300,0,0,0,1300,1300,0,0,0,0,0,0,0,1300,0,1300,0,0,0,0,0,0,0,1300,0
259,9,1,9,3,1,4050,1350,0,400,2300,3650,400,1350,0,0,400,0,0,2300,0,1255,2922,338,1013,0,400,0,0,791,1509
260,9,1,5,4,0,5084,2542,0,400,2142,2142,2942,0,2542,0,400,0,0,2142,0,4684,2942,0,2542,0,400,0,0,2142,0
261,9,3,5,1,1,672,0,0,0,672,672,0,0,0,0,0,0,0,672,0,168,672,0,0,0,0,0,0,0,672
262,9,2,7,1,1,2376,864,324,0,1188,990,1386,0,864,0,0,0,324,990,198,0,2376,0,864,0,0,0,324,0,1188
263,9,3,4,1,1,1583,0,768,0,815,408,1176,0,0,0,0,0,768,408,408,1583,768,0,0,0,0,0,768,815,0
264,9,3,5,3,1,9120,2280,0,650,6190,6190,2930,0,2280,0,650,0,0,6190,0,8470,2930,0,2280,0,650,0,0,6190,0
265,9,1,12,1,1,893,0,0,0,893,893,0,0,0,0,0,0,0,893,0,446,893,0,0,0,0,0,0,0,893
266,9,2,8,1,1,580,0,0,0,580,580,0,0,0,0,0,0,0,580,0,580,0,0,0,0,0,0,0,580,0
267,9,3,7,3,1,2268,0,0,400,1868,1868,400,0,0,0,400,0,0,1868,0,1868,400,0,0,0,400,0,0,1868,0
268,9,1,5,1,1,1680,0,840,0,840,672,1008,0,0,0,0,0,840,672,168,627,1367,0,0,0,0,0,840,313,527
269,9,1,5,1,1,747,0,0,0,747,747,0,0,0,0,0,0,0,747,0,187,747,0,0,0,0,0,0,0,747
270,9,2,1,2,0,2175,725,0,0,1450,1450,725,0,725,0,0,0,0,1450,0,2175,725,0,725,0,0,0,0,1450,0
271,3,1,2,2,1,1650,550,0,0,1100,1100,550,0,550,0,0,0,0,1100,0,550,1650,0,550,0,0,0,0,0,1100
272,9,2,1,4,0,6903,2301,0,250,4352,4352,2551,0,2301,0,250,0,0,4352,0,832,6903,0,2301,0,250,0,0,0,4352
273,9,1,10,3,1,3152,986,0,400,1766,2727,425,961,25,0,400,0,0,1766,0,2752,1386,0,986,0,400,0,0,1766,0
274,3,3,6,1,1,2970,0,1485,250,1235,1235,1735,0,0,0,250,0,1485,1235,0,0,2970,0,0,0,250,0,1485,0,1235
275,9,1,10,1,0,2112,0,0,400,1712,1712,400,0,0,0,400,0,0,1712,0,428,2112,0,0,0,400,0,0,0,1712
276,9,2,8,2,1,2280,570,0,0,1710,1710,570,0,570,0,0,0,0,1710,0,2280,570,0,570,0,0,0,0,1710,0
277,9,7,3,1,1,1920,960,0,0,960,1920,0,960,0,0,0,0,0,960,0,1920,0,960,0,0,0,0,0,960,0
278,9,2,1,1,1,1451,99,0,0,1352,1082,369,0,99,0,0,0,0,1082,270,580,1451,0,99,0,0,0,0,0,1352
279,9,3,4,2,1,1295,80,0,0,1215,1215,80,0,80,0,0,0,0,1215,0,1295,80,0,80,0,0,0,0,1215,0
280,9,3,5,1,1,1910,608,0,0,1302,1302,608,0,608,0,0,0,0,1302,0,1910,608,0,608,0,0,0,0,1302,0
281,9,2,5,4,0,3456,1152,1152,0,1152,2016,1440,864,288,0,0,0,1152,1152,0,691,3456,0,1152,0,0,0,1152,0,1152
282,9,1,7,2,1,2882,0,0,400,2482,2482,400,0,0,0,400,0,0,2482,0,2482,400,0,0,0,400,0,0,2482,0
283,9,4,5,1,0,1890,0,0,250,1640,1640,250,0,0,0,250,0,0,1640,0,1640,250,0,0,0,250,0,0,1640,0
284,9,3,3,3,1,2540,0,0,400,2140,2140,400,0,0,0,400,0,0,2140,0,2140,400,0,0,0,400,0,0,2140,0
285,9,3,3,4,0,1296,448,0,400,448,896,400,448,0,0,400,0,0,448,0,384,1296,0,448,0,400,0,0,0,448
286,9,4,10,2,1,2000,0,0,400,1600,1600,400,0,0,0,400,0,0,1600,0,1600,400,0,0,0,400,0,0,1600,0
287,9,4,5,1,1,1311,0,0,250,1061,1061,250,0,0,0,250,0,0,1061,0,396,915,0,0,0,250,0,0,396,665
288,9,2,5,4,1,2880,1040,0,400,1440,2240,640,1040,0,0,400,0,0,1200,240,0,2880,0,1040,0,400,0,0,0,1440
289,9,3,2,1,0,3975,1325,1325,0,1325,2617,1358,1292,33,0,0,0,1325,1325,0,1988,3975,0,1325,0,0,0,1325,0,1325
290,9,3,5,1,1,581,0,0,0,581,0,581,0,0,0,0,0,0,0,581,0,581,0,0,0,0,0,0,0,581
291,9,1,2,1,1,1860,620,0,0,1240,1845,16,605,16,0,0,0,0,1240,0,0,1860,0,620,0,0,0,0,0,1240
292,9,1,5,3,1,1053,0,0,0,1053,1053,0,0,0,0,0,0,0,1053,0,176,1053,0,0,0,0,0,0,0,1053
293,9,1,5,3,1,888,0,0,0,888,888,0,0,0,0,0,0,0,888,0,888,0,0,0,0,0,0,0,888,0
294,9,3,3,1,1,2256,540,540,0,1176,1176,1080,0,540,0,0,0,540,1176,0,2256,1080,0,540,0,0,0,540,1176,0
295,9,1,4,1,1,1412,0,0,250,1162,1412,0,0,0,250,0,0,0,1162,0,0,1412,0,0,0,250,0,0,0,1162
296,9,2,8,1,0,2922,650,0,650,1622,2272,650,0,650,650,0,0,0,1622,0,852,2922,0,650,0,650,0,0,0,1622
297,9,4,2,3,1,1520,0,0,250,1270,847,673,0,0,0,250,0,0,847,423,451,1069,0,0,0,250,0,0,451,819
298,9,1,5,1,0,416,0,0,0,416,416,0,0,0,0,0,0,0,416,0,139,416,0,0,0,0,0,0,0,416
299,9,1,1,1,1,1414,667,0,0,747,560,854,0,667,0,0,0,0,560,187,0,1414,0,667,0,0,0,0,0,747
300,9,1,7,2,1,1418,0,0,0,1418,1418,0,0,0,0,0,0,0,1418,0,1418,0,0,0,0,0,0,0,1418,0
301,9,2,5,1,0,319,0,0,0,319,319,0,0,0,0,0,0,0,319,0,0,319,0,0,0,0,0,0,0,319
302,9,1,2,1,1,2750,648,648,0,1454,2733,16,648,0,0,0,632,16,1454,0,2750,16,648,0,0,0,632,16,1454,0
303,9,3,1,4,0,1802,0,0,0,1802,1802,0,0,0,0,0,0,0,1802,0,257,1802,0,0,0,0,0,0,0,1802
304,9,3,1,3,1,4914,1638,0,0,3276,3276,1638,0,1638,0,0,0,0,3276,0,2184,4914,0,1638,0,0,0,0,0,3276
305,9,2,4,4,0,2205,735,0,0,1470,2205,0,735,0,0,0,0,0,1470,0,368,2205,0,735,0,0,0,0,0,1470
306,9,2,5,4,0,3142,0,0,650,2492,1780,1362,0,0,0,650,0,0,1780,712,0,3142,0,0,0,650,0,0,0,2492
307,9,1,1,1,1,169,0,0,0,169,169,0,0,0,0,0,0,0,169,0,0,169,0,0,0,0,0,0,0,169
308,9,7,11,1,0,1856,0,0,400,1456,1456,400,0,0,0,400,0,0,1456,0,1456,400,0,0,0,400,0,0,1456,0
309,9,1,4,3,1,1591,0,0,400,1191,1191,400,0,0,0,400,0,0,1191,0,1191,400,0,0,0,400,0,0,1191,0
310,9,9,4,1,1,5600,1120,1120,0,3360,4480,1120,1120,0,0,0,0,1120,3360,0,5600,1120,1120,0,0,0,0,1120,3360,0
311,9,7,5,3,0,625,0,0,0,625,0,625,0,0,0,0,0,0,0,625,250,625,0,0,0,0,0,0,0,625
312,9,1,5,3,1,2596,0,0,400,2196,2196,400,0,0,0,400,0,0,2196,0,2196,400,0,0,0,400,0,0,2196,0
313,9,1,4,4,1,5778,1296,2241,400,1841,3137,2641,1296,0,0,400,0,2241,1841,0,5378,2641,1296,0,0,400,0,2241,1841,0
314,9,3,3,1,1,2534,0,1067,400,1067,1067,1467,0,0,0,400,0,1067,1067,0,2134,1467,0,0,0,400,0,1067,1067,0
315,9,1,5,3,1,2880,0,1440,0,1440,1440,1440,0,0,0,0,0,1440,1440,0,2880,1440,0,0,0,0,0,1440,1440,0
316,9,3,5,1,1,1316,0,0,400,916,916,400,0,0,0,400,0,0,916,0,305,1316,0,0,0,400,0,0,0,916
317,9,2,9,2,1,2568,0,0,400,2168,2168,400,0,0,0,400,0,0,2168,0,745,1823,0,0,0,400,0,0,745,1423
318,9,1,4,2,1,3568,0,651,400,2517,2517,1051,0,0,0,400,0,651,2517,0,3168,651,0,0,400,0,0,651,2517,0
319,9,3,5,1,1,1806,0,0,400,1406,1055,752,0,0,0,400,0,0,1055,352,1406,400,0,0,0,400,0,0,1406,0
320,9,3,5,3,1,3881,0,0,400,3481,3481,400,0,0,0,400,0,0,3481,0,3481,400,0,0,0,400,0,0,3481,0
321,9,7,3,2,0,3712,0,1856,400,1456,1456,2256,0,0,0,400,0,1856,1456,0,3312,2256,0,0,0,400,0,1856,1456,0
322,9,2,9,1,1,418,0,0,0,418,0,418,0,0,0,0,0,0,0,418,0,418,0,0,0,0,0,0,0,418
323,9,3,8,2,1,1337,0,0,0,1337,1337,0,0,0,0,0,0,0,1337,0,1337,0,0,0,0,0,0,0,1337,0
324,9,3,6,4,0,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,924,0,0,0,0,0,0,0,924,0
325,9,4,6,3,1,2475,0,0,650,1825,913,1563,0,0,0,650,0,0,913,913,0,2475,0,0,0,650,0,0,0,1825
326,9,3,5,2,1,1792,0,0,0,1792,1792,0,0,0,0,0,0,0,1792,0,1792,0,0,0,0,0,0,0,1792,0
327,9,4,6,2,1,803,0,0,0,803,803,0,0,0,0,0,0,0,803,0,803,0,0,0,0,0,0,0,803,0
328,9,3,4,1,1,2976,1238,0,250,1488,2726,250,1238,0,0,250,0,0,1488,0,0,2976,0,1238,0,250,0,0,0,1488
329,9,3,2,1,1,1512,421,421,250,421,841,671,421,0,0,250,0,421,421,0,252,1512,0,421,0,250,0,421,0,421
330,9,3,3,1,1,2592,1296,0,0,1296,2560,32,1264,32,0,0,0,0,1296,0,2592,0,1296,0,0,0,0,0,1296,0
331,9,2,6,3,1,713,0,0,0,713,713,0,0,0,0,0,0,0,713,0,713,0,0,0,0,0,0,0,713,0
332,9,1,3,1,1,884,0,0,0,884,884,0,0,0,0,0,0,0,884,0,442,884,0,0,0,0,0,0,0,884
333,9,3,9,3,0,9288,0,4644,400,4244,606,8682,0,0,0,400,0,4644,606,3638,2675,8011,0,0,0,400,0,4644,1277,2967
334,9,1,1,4,0,6195,255,1980,650,3310,1891,4304,0,255,0,650,0,1980,1891,1419,792,6195,0,255,0,650,0,1980,0,3310
335,9,1,10,3,1,4976,0,1525,400,3051,1387,3589,0,0,0,400,0,1525,1387,1664,1874,3727,0,0,0,400,0,1525,1249,1802
336,9,7,4,1,0,912,0,0,0,912,0,912,0,0,0,0,0,0,0,912,0,912,0,0,0,0,0,0,0,912
337,9,3,7,1,1,848,0,0,0,848,848,0,0,0,0,0,0,0,848,0,848,0,0,0,0,0,0,0,848,0
338,9,3,7,2,1,1282,0,0,400,882,882,400,0,0,0,400,0,0,882,0,882,400,0,0,0,400,0,0,882,0
339,9,1,1,1,1,1011,0,0,0,1011,1011,0,0,0,0,0,0,0,1011,0,505,1011,0,0,0,0,0,0,0,1011
340,9,1,1,1,1,693,0,0,0,693,693,0,0,0,0,0,0,0,693,0,347,693,0,0,0,0,0,0,0,693
341,9,1,5,4,0,1170,0,0,250,920,736,434,0,0,0,250,0,0,736,184,920,250,0,0,0,250,0,0,920,0
342,9,2,8,4,1,4173,1012,0,400,2761,3773,400,1012,0,0,400,0,0,2761,0,0,4173,0,1012,0,400,0,0,0,2761
343,9,1,1,4,0,2436,0,0,0,2436,1044,1392,0,0,0,0,0,0,1044,1392,696,2436,0,0,0,0,0,0,0,2436
344,9,2,4,1,1,1219,0,0,0,1219,1219,0,0,0,0,0,0,0,1219,0,0,1219,0,0,0,0,0,0,0,1219
345,9,7,3,1,1,1144,0,0,0,1144,1144,0,0,0,0,0,0,0,1144,0,858,1144,0,0,0,0,0,0,0,1144
346,9,4,7,1,1,3392,0,1371,650,1371,1371,2021,0,0,0,650,0,1371,1371,0,2742,2021,0,0,0,650,0,1371,1371,0
347,9,4,4,1,1,1320,0,0,0,1320,943,377,0,0,0,0,0,0,943,377,0,1320,0,0,0,0,0,0,0,1320
348,9,1,4,4,1,704,0,0,0,704,704,0,0,0,0,0,0,0,704,0,117,704,0,0,0,0,0,0,0,704
349,9,4,4,1,1,1640,0,0,400,1240,0,1640,0,0,0,400,0,0,0,1240,1240,400,0,0,0,400,0,0,1240,0
350,9,3,8,4,1,902,0,0,0,902,902,0,0,0,0,0,0,0,902,0,902,0,0,0,0,0,0,0,902,0
351,9,4,1,1,1,741,0,0,0,741,741,0,0,0,0,0,0,0,741,0,741,0,0,0,0,0,0,0,741,0
352,9,2,1,1,1,1850,0,925,0,925,925,925,0,0,0,0,0,925,925,0,1850,925,0,0,0,0,0,925,925,0
353,9,2,9,4,1,8680,2592,0,650,5438,8030,650,2592,0,0,650,0,0,5438,0,8030,715,2527,65,0,650,0,0,5438,0
354,9,3,2,1,1,2325,775,0,0,1550,1744,581,194,581,0,0,0,0,1550,0,1329,2325,0,775,0,0,0,0,0,1550
355,9,5,1,2,1,1189,372,0,0,817,817,372,0,372,0,0,0,0,817,0,297,1189,0,372,0,0,0,0,0,817
356,9,5,5,1,1,3094,1118,0,400,1576,1460,1635,559,559,0,400,0,0,901,676,0,3094,0,1118,0,400,0,0,0,1576
357,9,4,3,1,1,663,0,0,250,413,0,663,0,0,0,250,0,0,0,413,0,663,0,0,0,250,0,0,0,413
358,9,2,9,2,0,1320,0,0,250,1070,1070,250,0,0,0,250,0,0,1070,0,1070,250,0,0,0,250,0,0,1070,0
359,9,4,6,1,1,1062,0,0,0,1062,0,1062,0,0,0,0,0,0,0,1062,0,1062,0,0,0,0,0,0,0,1062
360,9,1,4,1,1,2800,0,1400,0,1400,1400,1400,0,0,0,0,0,1400,1400,0,560,2800,0,0,0,0,0,1400,0,1400
361,9,4,2,1,1,1541,0,0,250,1291,1107,434,0,0,0,250,0,0,1107,184,0,1541,0,0,0,250,0,0,0,1291
362,9,3,1,4,1,5374,1344,1344,0,2687,3023,2351,336,1008,0,0,0,1344,2687,0,5374,2351,336,1008,0,0,0,1344,2687,0
363,9,7,4,1,1,598,0,0,0,598,598,0,0,0,0,0,0,0,598,0,598,0,0,0,0,0,0,0,598,0
364,9,4,6,4,1,594,0,0,0,594,594,0,0,0,0,0,0,0,594,0,225,369,0,0,0,0,0,0,225,369
365,9,2,4,1,1,1120,0,0,250,870,870,250,0,0,0,250,0,0,870,0,348,1120,0,0,0,250,0,0,0,870
366,9,2,8,4,1,1238,598,0,0,640,1238,0,598,0,0,0,0,0,640,0,1238,598,0,598,0,0,0,0,640,0
367,9,1,6,4,1,5673,0,1891,400,3382,2630,3043,0,0,0,400,0,1891,2630,752,5273,2291,0,0,0,400,0,1891,3382,0
368,9,2,4,1,1,1600,800,0,250,550,550,1050,0,800,0,250,0,0,550,0,0,1600,0,800,0,250,0,0,0,550
369,9,3,1,2,1,490,0,245,0,245,245,245,0,0,0,0,0,245,245,0,123,490,0,0,0,0,0,245,0,245
370,9,1,12,3,1,3417,0,0,400,3017,3017,400,0,0,0,400,0,0,3017,0,3017,400,0,0,0,400,0,0,3017,0
371,9,1,7,1,1,2804,718,0,650,1436,1875,929,700,18,0,650,0,0,1175,261,833,2249,0,718,0,650,0,0,555,881
372,9,4,10,3,1,1069,0,0,0,1069,1069,0,0,0,0,0,0,0,1069,0,1069,0,0,0,0,0,0,0,1069,0
373,9,3,1,1,1,3336,594,914,0,1828,2422,914,594,0,0,0,0,914,1828,0,1668,3336,0,594,0,0,0,914,0,1828
374,9,5,1,4,0,824,0,0,0,824,618,206,0,0,0,0,0,0,618,206,206,824,0,0,0,0,0,0,0,824
375,9,3,3,2,1,2904,702,702,0,1500,2027,878,0,702,0,0,527,176,1500,0,415,2904,0,702,0,0,0,702,0,1500
376,9,1,5,2,1,2448,0,1224,400,824,824,1624,0,0,0,400,0,1224,824,0,2048,1624,0,0,0,400,0,1224,824,0
377,9,3,1,1,1,702,0,0,0,702,702,0,0,0,0,0,0,0,702,0,176,702,0,0,0,0,0,0,0,702
378,9,4,8,3,1,3028,0,0,400,2628,2190,838,0,0,0,400,0,0,2190,438,2628,400,0,0,0,400,0,0,2628,0
379,9,3,4,2,1,5484,0,2742,0,2742,1567,3917,0,0,0,0,0,2742,1567,1175,1447,4760,0,0,0,0,0,2742,724,2018
380,9,2,1,4,0,1760,0,0,0,1760,880,880,0,0,0,0,0,0,880,880,880,1760,0,0,0,0,0,0,0,1760
381,9,3,1,4,0,2150,760,0,0,1390,1390,760,0,760,0,0,0,0,1390,0,860,2150,0,760,0,0,0,0,0,1390
382,9,1,1,1,1,1577,476,0,0,1101,1577,0,476,0,0,0,0,0,1101,0,946,1577,0,476,0,0,0,0,0,1101
383,9,4,10,2,1,900,0,0,0,900,900,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,0,900,0
384,9,2,2,2,1,6090,2030,2030,0,2030,3553,2538,1523,508,0,0,0,2030,2030,0,0,6090,0,2030,0,0,0,2030,0,2030
385,3,2,4,1,1,1660,0,0,0,1660,1660,0,0,0,0,0,0,0,1660,0,1660,0,0,0,0,0,0,0,1660,0
386,9,4,2,2,1,1056,0,0,0,1056,880,176,0,0,0,0,0,0,880,176,0,1056,0,0,0,0,0,0,0,1056
387,9,4,8,4,1,1783,0,0,400,1383,1383,400,0,0,0,400,0,0,1383,0,637,1146,0,0,0,400,0,0,637,746
388,9,1,7,1,1,5836,1512,0,650,3674,2099,3737,0,1512,0,650,0,0,2099,1575,2006,4415,0,1512,0,650,0,0,1421,2253
389,9,4,1,2,1,1680,0,715,250,715,715,965,0,0,0,250,0,715,715,0,1430,965,0,0,0,250,0,715,715,0
390,9,3,8,3,1,3324,888,0,400,2036,2698,626,888,0,0,400,0,0,1810,226,2924,1288,0,888,0,400,0,0,2036,0
391,9,3,7,4,0,980,0,0,0,980,980,0,0,0,0,0,0,0,980,0,0,980,0,0,0,0,0,0,0,980
392,9,4,6,1,1,1652,0,0,250,1402,1402,250,0,0,0,250,0,0,1402,0,0,1652,0,0,0,250,0,0,0,1402
393,9,4,2,1,1,1224,0,0,0,1224,0,1224,0,0,0,0,0,0,0,1224,0,1224,0,0,0,0,0,0,0,1224
394,9,3,5,1,1,960,0,0,0,960,960,0,0,0,0,0,0,0,960,0,0,960,0,0,0,0,0,0,0,960
395,9,3,7,4,0,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,231,924,0,0,0,0,0,0,0,924
396,9,3,3,2,1,2700,900,0,0,1800,1800,900,0,900,0,0,0,0,1800,0,1080,2700,0,900,0,0,0,0,0,1800
397,3,3,5,1,1,1270,400,0,0,870,870,400,0,400,0,0,0,0,870,0,0,1270,0,400,0,0,0,0,0,870
398,9,3,4,2,1,2560,644,0,250,1666,2310,250,644,0,0,250,0,0,1666,0,2310,250,644,0,0,250,0,0,1666,0
399,9,3,5,1,1,3116,798,0,400,1918,1918,1198,0,798,0,400,0,0,1918,0,2716,1198,0,798,0,400,0,0,1918,0
400,9,3,9,4,1,4868,0,1564,650,2654,1837,3031,0,0,0,650,0,1564,1837,817,1269,4069,0,0,0,650,0,1564,799,1855
401,9,2,8,2,1,4992,1264,0,400,3328,3328,1664,0,1264,0,400,0,0,3328,0,0,4992,0,1264,0,400,0,0,0,3328
402,9,3,5,4,1,980,0,0,0,980,980,0,0,0,0,0,0,0,980,0,0,980,0,0,0,0,0,0,0,980
403,9,7,3,1,0,1368,0,0,250,1118,1118,250,0,0,0,250,0,0,1118,0,1118,250,0,0,0,250,0,0,1118,0
404,9,1,1,1,1,2501,768,0,0,1733,1733,768,0,768,0,0,0,0,1733,0,1250,2501,0,768,0,0,0,0,0,1733
