DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,AVGAGEHH,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,CUFEETNG,AGEHHMEM1,AGEHHMEMY
3227,0,2,1678,3384,11653,4,7,1,1,1665,0,0,400,1265,1265,400,0,0,0,400,0,0,1265,0,1265,400,0,0,0,400,0,0,1265,0,0,0,1,1,28,1,1,0,6,0,0,0,1,16,21,0,488,0,2218,21979,0,942,14621,19583,37618,19871,749,28,3
3228,0,2,4439,2149,11719,2,1,1,1,2760,920,920,0,920,1840,920,0,920,0,0,920,0,920,0,2760,920,0,920,0,0,920,0,920,0,0,0,0,1,32,2,0,0,1,1,0,0,0,10,32,2498,731,0,4000,14711,0,2333,18942,0,10408,33942,431,32,47
3229,0,2,4094,2306,15569,1,1,1,1,4788,1596,0,0,3192,3990,798,798,798,0,0,0,0,3192,0,4788,1596,0,1596,0,0,0,0,3192,0,0,0,0,1,68,1,0,0,5,0,1,0,1,3,51.4,4758,0,0,9316,21653,0,0,22152,14122,46553,138539,1936,68,35
3230,0,2,8500,502,8648,9,1,4,1,5376,1344,1344,0,2688,3360,2016,672,672,0,0,0,1344,2688,0,0,5376,0,1344,0,0,0,1344,0,2688,0,0,1,1,86,1,0,0,1,0,1,0,0,4,86,1974,578,7906,3555,0,5229,0,20723,4346,10745,7595,300,86,40
3231,0,2,3537,2043,28441,1,5,2,1,2040,0,0,400,1640,1640,400,0,0,0,400,0,0,1640,0,1640,400,0,0,0,400,0,0,1640,0,0,0,0,1,51,2,1,0,2,1,0,0,0,14,51.5,5072,847,7352,5215,20115,11053,12516,48142,2321,6830,469,212,51,52
3232,0,2,5119,1265,8501,3,3,1,1,1742,418,418,0,906,906,836,0,418,0,0,0,418,906,0,498,1742,0,418,0,0,0,418,0,906,0,0,1,1,51,2,1,0,4,1,0,0,0,15,39.75,0,0,0,2842,2378,0,0,23785,36827,60914,171426,2616,51,24
3233,0,2,3857,1519,8001,1,7,1,1,576,0,0,0,576,576,0,0,0,0,0,0,0,576,0,576,0,0,0,0,0,0,0,576,0,0,0,1,1,35,1,1,0,2,0,1,0,0,24,57.5,3215,537,0,3147,10085,0,0,14068,8785,0,0,85,35,80
3234,1,2,7444,780,9104,2,8,4,0,936,0,0,0,936,936,0,0,0,0,0,0,0,936,0,468,936,0,0,0,0,0,0,0,936,0,0,1,2,63,1,0,0,1,0,1,0,0,5,63,3736,0,0,1674,3477,5757,11458,8697,7900,13708,502,351,63,9
3235,2,1,1096,853,5433,3,5,1,1,1743,0,0,0,1743,0,1743,0,0,0,0,0,0,0,1743,0,1743,0,0,0,0,0,0,0,1743,0,0,1,1,33,1,1,1,6,0,0,1,0,7,14,0,0,0,2992,0,0,0,15545,1654,14718,0,159,33,2
3236,1,3,6677,869,6964,1,6,1,1,1248,416,0,0,832,1248,0,416,0,0,0,0,0,832,0,0,1248,0,416,0,0,0,0,0,832,0,0,1,2,30,0,1,0,4,1,0,0,1,7,16.25,5951,0,0,2980,0,0,0,20781,0,12020,28111,390,30,1
3237,0,2,7344,339,11889,1,3,4,1,2085,0,0,400,1685,1685,400,0,0,0,400,0,0,1685,0,0,2085,0,0,0,400,0,0,0,1685,0,0,1,2,29,2,1,1,1,1,0,0,0,14,29,1869,0,4747,5330,0,5046,11997,18193,5562,18134,6308,133,29,4
3238,2,3,5918,302,11115,2,1,2,1,1713,832,0,0,881,881,832,0,832,0,0,0,0,881,0,428,1713,0,832,0,0,0,0,0,881,0,1,1,1,80,1,0,0,1,0,1,0,0,2,80,9462,0,0,9263,1268,0,5705,21688,1451,7282,33250,408,80,1
3239,0,5,5965,871,2848,1,1,1,1,1017,0,0,0,1017,1017,0,0,0,0,0,0,0,1017,0,0,1017,0,0,0,0,0,0,0,1017,0,1,0,2,32,2,1,0,2,1,0,0,0,22,34,0,600,0,2915,0,0,0,6802,0,22353,93401,1125,32,36
3240,0,2,2324,2359,19193,2,5,4,0,3744,0,1872,250,1622,1872,1872,0,0,250,0,0,1872,1622,0,3494,1872,0,0,250,0,0,1872,1622,0,0,0,1,2,68,1,0,0,1,0,1,0,0,11,68,3622,605,5250,8153,10423,5477,7417,34017,8627,2431,6746,2,68,49
3241,0,2,3697,1638,8231,1,1,1,1,2674,710,0,250,1714,1714,960,0,710,0,250,0,0,1714,0,2424,710,0,710,250,0,0,0,1714,0,0,0,0,1,37,2,1,0,4,1,0,0,0,23,23,2368,395,3433,3701,4025,0,0,20359,5580,22454,33184,595,37,3
3242,0,4,6483,860,13183,2,6,3,1,2906,1453,0,0,1453,2906,0,1453,0,0,0,0,0,1453,0,2906,0,1453,0,0,0,0,0,1453,0,0,0,1,1,82,1,0,0,2,1,1,0,0,24,66,4454,744,0,7763,6420,0,0,30797,0,4151,10667,144,82,50
3243,0,2,3670,1566,5332,4,4,1,1,1263,0,0,0,1263,1263,0,0,0,0,0,0,0,1263,0,0,1263,0,0,0,0,0,0,0,1263,0,0,1,1,34,1,0,1,6,0,0,1,1,3,13.5,0,0,0,3701,0,0,0,14490,7130,26062,31342,627,34,4
3244,0,2,4678,1658,15621,4,1,1,1,2307,891,0,0,1416,1416,891,0,891,0,0,0,0,1416,0,2307,891,0,891,0,0,0,0,1416,0,0,0,1,1,34,2,1,0,3,1,0,0,0,18,23.6666666666667,4660,778,0,4260,16555,0,6276,26209,0,50008,92920,1389,34,7
3245,0,2,6691,790,4816,3,3,1,1,2592,864,0,0,1728,1728,864,0,864,0,0,0,0,1728,0,741,2592,0,864,0,0,0,0,0,1728,0,0,1,1,72,1,0,0,1,0,1,0,0,11,72,0,638,0,3925,1056,0,0,11451,6915,19451,81062,1044,72,4
3246,0,2,3160,2174,19529,3,3,4,0,1783,0,0,0,1783,1783,0,0,0,0,0,0,0,1783,0,536,1247,0,0,0,0,0,0,536,1247,0,0,0,2,47,2,1,0,4,1,0,0,0,22,34,6043,553,3784,5492,9234,10202,7988,33717,4278,7664,4200,292,47,14
3247,0,2,3105,1881,16694,1,4,1,1,2028,0,1014,0,1014,1014,1014,0,0,0,0,0,1014,1014,0,2028,1014,0,0,0,0,0,1014,1014,0,0,0,1,1,31,2,1,0,5,1,1,0,0,9,20,3284,549,3755,8348,17399,0,1432,29780,0,17810,18997,358,31,7
3248,0,2,3089,1933,9761,1,5,3,1,8404,828,2432,400,4744,4951,3453,207,621,0,400,0,2432,4744,0,8004,3246,414,414,0,400,0,2432,4744,0,0,0,0,2,49,2,1,0,3,1,0,0,0,24,37,2072,346,3003,3438,12352,0,0,17515,0,31269,47655,767,49,14
3249,0,2,6008,1153,7490,3,7,1,1,3016,0,0,400,2616,2616,400,0,0,0,400,0,0,2616,0,2616,400,0,0,0,400,0,0,2616,0,1,0,1,1,53,0,1,0,2,1,0,0,0,24,53,0,424,3681,2060,6715,0,0,16781,6462,20507,54939,796,53,53
3250,1,5,5030,1249,6181,1,2,1,1,971,0,0,0,971,971,0,0,0,0,0,0,0,971,0,324,971,0,0,0,0,0,0,0,971,0,0,1,2,49,2,0,0,3,1,0,0,0,8,27,0,0,0,4599,4758,0,0,11733,7100,0,0,69,49,13
3251,4,3,997,2828,15718,7,6,1,0,1036,0,0,0,1036,1036,0,0,0,0,0,0,0,1036,0,1036,0,0,0,0,0,0,0,1036,0,0,0,1,2,39,2,1,0,2,1,0,0,0,14,39,3512,587,4015,7921,14550,7654,4111,19395,4407,15331,2870,136,39,39
3252,0,1,5554,624,13217,3,9,1,0,910,0,0,0,910,910,0,0,0,0,0,0,0,910,0,910,0,0,0,0,0,0,0,910,0,0,0,1,1,20,1,1,1,3,1,0,0,0,15,15,0,729,0,4273,4590,11652,11771,12810,4820,18021,2681,118,20,1
3253,0,2,4235,388,9370,3,1,3,1,4500,1500,0,0,3000,1875,2625,0,1500,0,0,0,0,1875,1125,0,4500,0,1500,0,0,0,0,0,3000,0,0,1,1,44,2,1,0,3,1,1,0,0,10,59.6666666666667,3578,0,5187,7182,0,0,0,24787,0,43985,30309,722,44,43
3254,0,1,1531,3032,15363,3,9,4,0,1280,0,0,0,1280,1280,0,0,0,0,0,0,0,1280,0,1280,0,0,0,0,0,0,0,1280,0,0,0,1,1,42,1,1,0,4,0,0,0,0,12,29.25,3147,0,3452,2900,15443,9307,4611,20157,9067,5158,5597,192,42,10
3255,0,2,2863,2367,22860,1,10,4,0,6360,0,3180,400,2780,2780,3580,0,0,0,400,0,3180,2780,0,5960,3580,0,0,0,400,0,3180,2780,0,1,0,1,1,36,2,1,0,5,1,0,0,0,12,29,7825,716,0,6642,27535,0,0,43820,3277,1735,8871,336,36,4
3256,0,5,2205,3017,36067,2,5,1,0,885,0,0,0,885,885,0,0,0,0,0,0,0,885,0,885,0,0,0,0,0,0,0,885,0,0,0,0,2,29,2,0,0,1,1,0,0,0,9,29,13182,2202,0,12905,30424,20313,23883,35536,5455,14086,2896,2,29,17
3257,2,2,2569,26,7209,4,1,1,1,500,100,100,0,300,375,125,75,25,0,0,0,100,300,0,0,500,0,100,0,0,0,100,0,300,0,0,1,1,58,1,1,0,2,1,0,0,0,12,58,3814,637,0,1709,0,0,0,22888,11592,47610,53371,1094,58,58
3258,0,2,3151,1726,10050,1,7,4,1,3072,0,384,400,2288,2288,784,0,0,0,400,0,384,2288,0,1034,2187,0,0,0,400,0,384,885,1403,0,0,1,1,76,1,0,0,1,0,1,0,0,7,76,3425,572,9928,1534,6249,0,1493,25015,2927,23789,51694,762,76,8
3259,0,2,6037,1145,5833,3,2,3,1,1440,480,480,0,480,960,480,480,0,0,0,0,480,480,0,1440,480,480,0,0,0,0,480,480,0,0,0,1,1,82,1,1,0,2,0,1,0,0,6,84.5,0,0,0,4048,4938,0,0,10916,7772,12543,37515,562,82,87
3260,0,2,3512,1779,5247,3,5,4,0,864,0,0,250,614,307,557,0,0,0,250,0,0,307,307,205,864,0,0,0,250,0,0,0,614,0,0,1,2,82,1,0,0,1,0,1,1,0,5,82,2505,0,0,2575,1499,2675,4414,6741,2556,12795,3368,130,82,14
3261,0,2,3795,1899,20818,3,3,1,1,1120,0,0,0,1120,1120,0,0,0,0,0,0,0,1120,0,448,1120,0,0,0,0,0,0,0,1120,0,0,1,1,65,1,1,0,2,0,1,0,0,8,65.5,4155,0,0,19874,16113,0,0,35044,0,21156,45484,648,65,66
3262,0,4,6119,832,3795,2,5,1,1,790,0,0,0,790,790,0,0,0,0,0,0,0,790,0,474,790,0,0,0,0,0,0,0,790,0,0,0,2,43,2,1,1,4,1,0,0,0,8,26.25,0,0,0,1187,745,5664,0,5353,0,0,77587,754,43,7
3263,1,2,5593,917,9457,3,2,4,1,3976,1190,0,400,2386,3546,430,1160,30,0,400,0,0,2386,0,0,3976,0,1190,0,400,0,0,0,2386,0,0,1,2,85,1,1,0,3,1,1,0,0,14,71.6666666666667,3635,607,4156,7475,0,0,0,24792,1735,0,0,17,85,50
3264,0,2,4451,167,8025,2,6,3,1,1920,0,0,400,1520,1520,400,0,0,0,400,0,0,1520,0,0,1920,0,0,0,400,0,0,0,1520,0,0,1,1,46,1,1,0,3,1,0,0,0,9,38,2200,644,0,3963,0,0,0,23418,0,21146,29995,497,46,19
3265,0,2,5111,1081,20534,3,7,1,0,1800,864,0,0,936,1800,0,864,0,0,0,0,0,936,0,1800,0,864,0,0,0,0,0,936,0,0,0,0,2,47,2,1,0,3,1,0,0,0,22,37,6985,639,4374,3074,10041,14461,9795,32691,3375,16534,9359,139,47,13
3266,0,2,3063,2173,7285,2,3,4,0,1464,0,0,0,1464,1464,0,0,0,0,0,0,0,1464,0,209,1464,0,0,0,0,0,0,0,1464,0,0,0,1,59,2,0,0,3,1,0,0,0,9,28.6666666666667,0,0,2844,2558,6053,6640,0,9607,5385,14525,7680,50,59,12
3267,0,2,4599,1829,9138,3,5,1,1,1848,616,616,0,616,1232,616,616,0,0,0,0,616,616,0,462,1848,0,616,0,0,0,616,0,616,0,0,1,1,43,1,0,0,2,0,0,1,1,4,32,5464,0,6247,2331,6572,0,0,22276,4983,20464,45973,694,43,21
3268,0,2,646,4406,19199,4,5,1,0,2336,0,0,400,1936,1936,400,0,0,0,400,0,0,1936,0,1936,400,0,0,0,400,0,0,1936,0,1,0,1,2,77,1,1,0,4,1,1,0,0,16,68,3016,504,0,5005,27431,8461,1824,22786,3550,8513,9134,312,77,57
3269,0,4,5591,882,11747,3,3,1,1,1995,896,0,0,1099,0,1995,0,896,0,0,0,0,0,1099,600,1664,0,896,0,0,0,0,331,768,0,0,0,1,20,0,0,0,2,1,0,0,0,3,20,5553,0,0,5077,4599,0,11322,19083,8436,34649,0,419,20,20
3270,0,2,7030,124,4210,2,6,4,1,2160,0,0,400,1760,1760,400,0,0,0,400,0,0,1760,0,1760,400,0,0,0,400,0,0,1760,0,1,0,0,2,50,2,0,1,1,1,0,0,0,14,50,0,415,2841,4069,452,0,0,9845,6439,18112,56828,791,50,7
3271,0,2,3077,1972,12793,3,9,3,1,1566,0,0,250,1316,1316,250,0,0,0,250,0,0,1316,0,1316,250,0,0,0,250,0,0,1316,0,0,0,0,2,37,2,1,0,2,1,0,0,0,14,37,2516,736,0,7571,13662,0,4853,17564,3702,15202,11657,297,37,37
3272,0,2,2161,2127,16501,3,10,4,0,2048,0,0,0,2048,2048,0,0,0,0,0,0,0,2048,0,2048,0,0,0,0,0,0,0,2048,0,0,0,0,2,31,2,0,0,1,1,0,0,0,15,31,4359,728,4984,6295,18705,6718,4700,19883,1055,5470,134,18,31,43
3273,0,2,4307,1834,8053,3,1,1,1,1456,728,0,0,728,1456,0,728,0,0,0,0,0,728,0,1456,0,728,0,0,0,0,0,728,0,0,0,1,2,75,1,0,0,1,0,1,0,0,4,75,0,0,0,5482,10992,0,0,11003,4093,20549,63132,853,75,6
3274,0,2,3450,1972,22602,3,7,3,0,1026,0,0,250,776,776,250,0,0,0,250,0,0,776,0,776,250,0,0,0,250,0,0,776,0,0,0,0,1,27,2,1,0,4,1,0,0,0,10,15.25,4256,711,4866,6596,11153,12578,8611,38180,7506,8167,7472,254,27,3
3275,1,2,6446,848,8720,5,1,2,0,912,0,0,0,912,912,0,0,0,0,0,0,0,912,0,0,912,0,0,0,0,0,0,0,912,0,0,1,1,59,2,1,0,2,1,0,0,0,24,54.5,4038,0,0,1809,0,8801,2553,16589,2739,4448,4930,329,59,50
3276,0,2,6483,981,3266,1,1,3,1,3114,736,736,0,1642,2378,736,736,0,0,0,0,736,1642,0,0,3114,0,736,0,0,0,736,0,1642,0,0,0,2,69,1,1,0,2,1,1,0,0,12,68.5,0,356,3092,1730,0,0,0,9414,13843,22340,132367,1638,69,68
3277,0,2,7329,759,7351,3,1,1,1,3732,1658,0,0,2074,2074,1658,0,1658,0,0,0,0,2074,0,533,3732,0,1658,0,0,0,0,0,2074,0,0,1,1,33,1,0,0,4,1,0,0,1,5,15.25,4852,444,3853,1191,889,0,0,23002,0,57514,152093,2037,33,2
3278,0,4,3357,1457,8207,2,4,1,1,663,0,0,0,663,663,0,0,0,0,0,0,0,663,0,663,0,0,0,0,0,0,0,663,0,0,0,0,2,27,2,0,1,6,0,0,0,0,10,20.3333333333333,3604,602,0,2924,8289,0,0,16789,0,43332,54644,952,27,21
3279,2,5,2240,491,7789,7,5,3,1,1015,0,0,0,1015,1015,0,0,0,0,0,0,0,1015,0,0,1015,0,0,0,0,0,0,0,1015,0,0,1,1,32,1,0,0,2,0,1,0,0,23,31,0,645,0,3135,0,8421,6738,8284,5378,15661,7893,95,32,30
3280,0,2,5727,1350,13084,1,9,1,1,1636,775,0,0,861,861,775,0,775,0,0,0,0,861,0,1636,775,0,775,0,0,0,0,861,0,0,0,0,1,34,2,1,0,2,1,0,0,0,6,34,3645,609,0,2957,7604,7943,9668,16470,4298,6336,7971,206,34,34
3281,0,5,4225,1562,11295,1,7,2,0,1728,0,0,0,1728,1234,494,0,0,0,0,0,0,1234,494,1728,0,0,0,0,0,0,0,1728,0,0,0,1,2,81,1,1,1,2,0,1,0,0,15,79.5,3223,538,0,3313,4612,6392,7953,16269,2393,2814,1060,339,81,78
3282,4,2,588,3389,15904,7,10,1,0,2820,0,0,400,2420,2420,400,0,0,0,400,0,0,2420,0,2420,400,0,0,0,400,0,0,2420,0,0,0,0,2,29,2,1,0,2,1,0,0,0,23,28,2949,492,0,4258,22573,9101,1953,16379,7076,4509,5706,60,29,27
3283,0,5,6270,801,7330,1,1,1,1,740,0,0,0,740,740,0,0,0,0,0,0,0,740,0,247,740,0,0,0,0,0,0,0,740,0,0,1,2,55,1,1,0,2,0,1,1,0,7,30,0,0,2981,2553,1219,5684,7102,8452,6643,16508,2307,210,55,5
3284,2,5,1055,980,3708,4,5,1,1,621,0,0,0,621,207,414,0,0,0,0,0,0,207,414,0,621,0,0,0,0,0,0,0,621,0,0,0,2,42,0,0,0,1,1,0,0,0,9,42,0,0,0,2306,0,3886,2428,4032,4444,1069,1610,340,42,52
3285,0,2,7077,752,4555,3,7,4,0,3216,1608,0,650,958,2566,650,1608,0,0,650,0,0,958,0,2566,650,1608,0,0,650,0,0,958,0,0,0,1,2,70,1,0,0,2,0,1,0,1,11,55,0,0,0,2228,3101,0,0,10213,211,16237,1502,133,70,40
3286,0,2,5431,794,2635,3,3,4,1,2050,1025,0,0,1025,2050,0,1025,0,0,0,0,0,1025,0,0,2050,0,1025,0,0,0,0,0,1025,0,0,1,1,69,0,0,1,1,0,1,0,0,6,69,2404,401,0,2353,0,0,0,6638,0,15332,51347,648,69,45
3287,0,1,641,4232,8949,2,9,2,0,675,0,0,0,675,675,0,0,0,0,0,0,0,675,0,675,0,0,0,0,0,0,0,675,0,0,0,1,1,78,1,1,0,2,0,1,0,0,1,77.5,0,0,0,4020,9673,12350,0,4490,8626,6935,7868,261,78,77
3288,0,3,7059,188,2613,1,1,2,1,2749,932,0,0,1817,1557,1192,0,932,0,0,0,0,1557,260,0,2749,0,932,0,0,0,0,0,1817,0,0,0,1,55,2,0,0,1,1,0,0,0,12,55,0,0,0,1686,0,0,0,7228,7690,20604,72754,982,55,40
3289,0,2,7742,614,13300,3,8,4,1,7392,2464,0,400,4528,6992,400,2464,0,0,400,0,0,4528,0,6992,400,2464,0,0,400,0,0,4528,0,0,0,0,1,43,2,0,0,3,1,0,0,0,22,21.6666666666667,2753,460,3148,7493,5090,9821,0,22975,5263,0,70163,733,43,10
3290,0,2,4517,1963,12985,3,1,2,1,1175,0,0,0,1175,1175,0,0,0,0,0,0,0,1175,0,392,1175,0,0,0,0,0,0,0,1175,0,1,0,1,36,2,0,0,2,1,0,0,0,7,26,3392,0,0,3321,8276,7393,8641,16674,3739,8615,7527,78,36,16
3291,0,2,0,4893,6749,2,3,3,0,837,0,0,0,837,0,837,0,0,0,0,0,0,0,837,0,837,0,0,0,0,0,0,0,837,0,0,0,2,36,2,0,0,3,1,0,0,0,24,24.3333333333333,2977,0,0,1334,0,7947,0,13747,8726,13228,8275,118,36,21
3292,0,2,718,4879,12155,7,3,1,1,1691,0,0,0,1691,1691,0,0,0,0,0,0,0,1691,0,1691,0,0,0,0,0,0,0,1691,0,0,0,1,1,88,1,0,0,1,0,1,0,0,7,88,4024,0,0,6677,22150,0,2421,10224,1483,7446,1978,106,88,13
3293,0,5,6881,618,11977,3,10,2,1,997,0,0,0,997,997,0,0,0,0,0,0,0,997,0,249,997,0,0,0,0,0,0,0,997,0,0,1,1,76,1,1,0,2,0,1,0,0,7,71.5,2399,702,4804,1793,1371,8334,12707,16661,4578,5238,6538,50,76,67
3294,3,2,1804,3394,14147,1,4,3,1,1372,0,0,250,1122,1122,250,0,0,0,250,0,0,1122,0,1122,250,0,0,0,250,0,0,1122,0,0,0,1,2,73,1,1,0,2,0,1,0,0,12,69.5,3078,514,3519,7483,17161,0,1034,22592,2534,12425,9428,237,73,66
3295,2,2,951,713,6506,4,5,3,1,1548,0,0,400,1148,1148,400,0,0,0,400,0,0,1148,0,0,1548,0,0,0,400,0,0,0,1148,0,0,0,2,50,2,0,0,1,1,0,0,0,9,50,0,687,5966,6378,0,0,0,15820,5745,13201,7294,255,50,49
3296,2,4,2098,1403,4453,2,1,1,1,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,0,924,0,0,0,0,0,0,0,924,0,0,0,1,60,2,0,1,3,1,0,0,0,5,60.3333333333333,2129,0,0,3410,0,0,0,11784,4925,18234,17178,392,60,59
3297,3,5,2019,3132,4182,1,5,2,1,609,0,0,0,609,203,406,0,0,0,0,0,0,203,406,609,0,0,0,0,0,0,0,609,0,0,0,0,2,39,2,0,0,1,1,0,0,0,14,39,0,332,0,1911,3227,3066,2623,3443,9059,4026,142,282,39,15
3298,0,2,6637,707,6325,3,10,3,1,5768,1336,1148,400,2884,2884,2884,0,1336,0,400,0,1148,2884,0,596,5768,0,1336,0,400,0,1148,0,2884,0,0,0,1,38,0,1,0,4,1,0,0,0,22,22.75,2509,419,0,2137,1260,0,0,18184,0,24444,43180,657,38,6
3299,0,2,2625,2118,6381,2,3,3,0,1976,0,988,0,988,988,988,0,0,0,0,0,988,988,0,1976,988,0,0,0,0,0,988,988,0,0,0,0,2,58,2,0,0,1,1,0,0,0,8,58,0,0,0,1978,6645,3334,3977,5838,6724,14823,4077,226,58,5
3300,1,4,4825,1362,6042,1,3,1,1,1168,52,0,0,1116,1116,52,0,52,0,0,0,0,1116,0,584,1168,0,52,0,0,0,0,0,1116,0,0,1,1,58,0,1,0,3,1,0,0,0,6,53.6666666666667,0,0,0,5977,6072,0,0,8566,5248,0,0,51,58,38
3301,0,2,5464,998,10650,2,3,2,1,2310,1092,0,0,1218,974,1336,0,1092,0,0,0,0,974,244,2310,1092,0,1092,0,0,0,0,1218,0,0,0,0,1,61,2,1,0,2,1,0,0,1,7,60.5,4590,0,6653,1958,8043,0,0,26337,4378,17981,48951,693,61,60
3302,2,2,2342,629,4756,4,2,1,1,1613,0,0,400,1213,1213,400,0,0,0,400,0,0,1213,0,0,1613,0,0,0,400,0,0,0,1213,0,0,0,1,37,2,0,0,3,1,0,0,0,17,20.6666666666667,2217,370,0,1684,0,0,0,14543,0,30520,30706,595,37,12
3303,0,2,6536,286,7802,2,9,4,1,4960,0,0,400,4560,4560,400,0,0,0,400,0,0,4560,0,0,4960,0,0,0,400,0,0,0,4560,1,0,1,2,60,0,1,0,2,1,1,0,0,21,58.5,1705,499,3414,2867,0,0,1899,21854,0,17308,48499,640,60,57
3304,0,5,4417,1454,14823,1,6,1,1,1087,0,0,0,1087,1087,0,0,0,0,0,0,0,1087,0,1087,0,0,0,0,0,0,0,1087,0,0,0,1,1,25,1,1,0,3,1,0,0,1,6,19.6666666666667,2080,0,4165,3567,3961,13772,8942,20334,1711,9392,408,34,25,3
3305,0,2,4558,1652,18407,1,9,2,1,8850,2950,0,650,5250,7723,1127,2950,0,0,650,0,0,4773,477,2819,4095,2950,0,0,650,0,0,1805,3445,0,0,0,2,53,2,0,0,1,1,0,0,0,24,53,4538,758,0,8801,9915,0,0,44087,27478,25256,65087,1145,53,5
3306,0,2,44,3580,13142,2,6,3,0,3360,0,0,400,2960,0,3360,0,0,0,400,0,0,0,2960,0,3360,0,0,0,400,0,0,0,2960,1,0,1,1,59,0,1,0,2,1,1,0,0,24,59,4028,673,0,7887,0,12432,0,24522,9220,5085,7036,341,59,59
3307,0,2,2385,2147,22865,3,8,4,0,3379,0,1565,250,1565,1565,1815,0,0,0,250,0,1565,1565,0,3129,1815,0,0,0,250,0,1565,1565,0,1,0,0,1,37,2,1,0,4,1,0,0,0,17,23.25,0,627,0,13653,19421,11577,7599,25765,8583,15372,6749,335,37,6
3308,0,2,7293,768,4286,3,5,1,1,1920,960,0,0,960,1920,0,960,0,0,0,0,0,960,0,0,1920,0,960,0,0,0,0,0,960,0,0,0,2,47,0,1,0,2,1,0,0,0,24,46.5,1685,493,0,5025,0,0,0,9599,0,109794,0,1067,47,46
3309,0,2,3783,1871,10679,7,1,2,1,2392,0,1196,0,1196,1196,1196,0,0,0,0,0,1196,1196,0,2392,1196,0,0,0,0,0,1196,1196,0,0,0,0,2,64,2,1,0,2,1,0,0,0,14,63,0,0,0,5645,12326,0,0,18465,6248,11882,70656,863,64,62
3310,0,2,7127,437,22430,3,8,2,1,2950,975,0,400,1575,2306,644,731,244,0,400,0,0,1575,0,2550,1375,0,975,0,400,0,0,1575,0,1,0,1,1,51,2,1,0,4,1,0,0,0,23,34.5,14592,1335,9137,3409,6524,0,0,66598,0,32491,54254,843,51,17
3311,0,5,4596,1567,5999,1,1,1,1,1108,0,0,0,1108,1108,0,0,0,0,0,0,0,1108,0,831,1108,0,0,0,0,0,0,0,1108,0,0,1,1,38,0,1,1,4,1,0,0,0,15,25,0,0,0,1780,6106,0,0,12583,665,1265,4861,66,38,4
3312,0,4,7450,738,8466,2,1,1,1,1768,884,0,0,884,663,1105,0,884,0,0,0,0,663,221,884,1768,0,884,0,0,0,0,0,884,0,0,0,1,21,2,1,0,2,1,0,0,0,10,21,7193,0,0,3602,3761,0,2680,18843,4539,21460,65141,886,21,21
3313,0,2,3747,1593,10878,3,1,2,0,1620,0,0,0,1620,648,972,0,0,0,0,0,0,648,972,324,1620,0,0,0,0,0,0,0,1620,0,0,1,1,72,1,1,0,3,1,1,0,0,5,67,3352,0,3832,2719,2959,11027,1616,18796,6730,9962,9692,316,72,46
3314,2,2,2615,1431,12530,4,8,2,1,1132,0,0,400,732,732,400,0,0,0,400,0,0,732,0,732,400,0,0,0,400,0,0,732,0,0,0,1,2,56,1,1,0,2,1,1,0,0,20,51,0,569,0,6077,4285,0,1377,31013,16618,52740,50109,1161,56,46
3315,0,2,6908,606,11095,3,7,3,1,3354,1191,0,400,1763,2656,698,893,298,0,400,0,0,1763,0,2954,996,596,596,0,400,0,0,1763,0,0,0,0,1,37,2,1,0,5,1,0,0,0,24,17.8,3310,553,0,5797,2037,0,0,30022,10656,31727,62781,1022,37,4
3316,0,2,4664,101,11727,2,5,1,1,1344,0,0,0,1344,1344,0,0,0,0,0,0,0,1344,0,0,1344,0,0,0,0,0,0,0,1344,0,0,1,1,28,2,1,0,4,1,0,0,0,10,30,3687,616,8430,2666,0,0,0,37347,8339,33554,57976,971,28,16
3317,0,2,4938,1548,9028,2,1,2,1,2046,0,1023,0,1023,1023,1023,0,0,0,0,0,1023,1023,0,948,1572,0,0,0,0,0,1023,474,549,0,0,1,2,27,2,0,0,1,1,0,0,0,9,27,3856,0,0,3964,5973,5942,0,14925,2851,0,49319,507,27,18
3318,0,2,3115,1311,6009,2,3,1,1,1088,0,0,0,1088,1088,0,0,0,0,0,0,0,1088,0,1088,0,0,0,0,0,0,0,1088,0,0,0,0,2,51,2,0,0,1,0,0,0,0,11,51,0,0,0,4483,4516,0,0,11504,8629,13603,22410,434,51,30
