DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,AVGAGEHH,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,CUFEETNG,AGEHHMEM1,AGEHHMEMY
3319,0,1,7119,630,13321,2,7,2,0,1639,0,0,0,1639,1639,0,0,0,0,0,0,0,1639,0,1639,0,0,0,0,0,0,0,1639,0,0,0,0,1,43,2,1,0,4,1,0,0,0,12,29,3586,575,3933,5981,3360,10604,2300,23206,5990,3272,6803,52,43,15
3320,4,5,587,3014,7223,7,5,1,1,1107,0,0,0,1107,1107,0,0,0,0,0,0,0,1107,0,1107,0,0,0,0,0,0,0,1107,0,0,0,0,1,87,1,0,0,1,0,1,0,0,8,87,0,519,0,3044,9031,3320,2647,6603,6583,2462,4127,103,87,46
3321,2,5,752,1184,1737,4,5,1,0,385,0,0,0,385,385,0,0,0,0,0,0,0,385,0,385,385,0,0,0,0,0,0,0,385,0,0,0,1,29,2,0,0,1,1,0,0,0,9,29,0,181,0,379,445,1667,953,2483,8007,1128,5571,175,29,46
3322,0,2,7305,866,7476,2,4,1,1,5000,2500,0,250,2250,4125,875,1875,625,0,250,0,0,2250,0,4750,875,1875,625,0,250,0,0,2250,0,0,0,0,2,29,2,1,0,2,1,0,0,0,23,29,0,606,4147,4490,3095,0,0,17921,2165,14391,41899,568,29,29
3323,3,2,2247,2805,26757,1,9,3,1,2711,0,0,650,2061,2061,650,0,0,0,650,0,0,2061,0,2061,650,0,0,0,650,0,0,2061,0,0,0,0,2,42,2,1,0,4,1,0,0,0,24,33.25,1661,486,0,7099,24043,12704,6262,41186,10417,0,20974,305,42,24
3324,0,2,4482,1415,11540,3,10,4,0,5940,1980,0,400,3560,3560,2380,0,1980,0,400,0,0,3560,0,5540,2380,0,1980,0,400,0,0,3560,0,1,0,0,2,37,2,1,0,4,1,0,0,0,17,21.25,3113,520,0,2364,11073,0,4123,21814,3334,8093,665,74,37,5
3325,0,2,715,4211,13747,1,6,1,1,2594,0,0,400,2194,1920,674,0,0,0,400,0,0,1920,274,732,1862,0,0,0,400,0,0,732,1462,1,0,1,2,41,2,1,0,5,1,0,0,0,24,23.6,2269,364,0,2090,14480,7502,1312,21521,5171,12298,7854,200,41,10
3326,2,5,899,1164,4701,4,6,1,1,1237,0,0,0,1237,1237,0,0,0,0,0,0,0,1237,0,1237,0,0,0,0,0,0,0,1237,0,0,0,0,1,28,1,1,1,8,0,0,1,1,6,12.125,0,0,0,1050,4845,0,0,10145,11296,21480,5655,373,28,1
3327,0,2,4925,900,13680,9,2,4,1,2832,0,0,0,2832,2360,472,0,0,0,0,0,0,2360,472,0,2832,0,0,0,0,0,0,0,2832,0,0,0,2,79,1,0,1,2,0,1,0,0,5,59.5,0,0,8481,7124,0,14714,0,24838,8934,5926,7495,39,79,40
3328,0,2,3016,2218,18246,1,9,4,1,2428,0,406,400,1622,1622,806,0,0,0,400,0,406,1622,0,2028,806,0,0,0,400,0,406,1622,0,0,0,1,2,58,2,1,0,3,1,0,0,0,11,49.3333333333333,3802,635,0,6188,18935,10147,0,26985,0,0,0,0,58,32
3329,1,5,4905,1242,1580,1,2,1,1,844,0,0,0,844,844,0,0,0,0,0,0,0,844,0,281,844,0,0,0,0,0,0,0,844,0,0,1,1,78,1,0,0,1,0,1,0,1,4,78,0,0,0,1447,1602,0,0,2344,4401,8368,51527,625,78,44
3330,0,2,2663,1972,5342,1,3,1,1,3888,1296,0,0,2592,3046,842,972,324,0,0,0,0,2074,518,1555,3888,0,1296,0,0,0,0,0,2592,0,0,0,2,86,1,0,0,1,0,1,0,0,7,86,3117,0,0,2529,2042,0,3249,10407,4402,22102,36209,609,86,6
3331,1,3,6427,964,5063,3,6,1,1,1270,400,0,0,870,870,400,0,400,0,0,0,0,870,0,0,1270,0,400,0,0,0,0,0,870,0,0,0,1,40,0,0,0,2,1,0,0,1,3,27,1447,0,0,2318,0,0,7261,7696,0,60711,0,590,40,14
3332,0,2,7095,139,11059,3,6,4,0,678,0,0,0,678,678,0,0,0,0,0,0,0,678,0,0,678,0,0,0,0,0,0,0,678,0,0,0,1,45,2,1,0,2,1,0,0,0,10,45.5,0,0,0,5515,0,17385,0,14833,3264,4022,8579,328,45,46
3333,0,1,6107,694,13024,3,7,3,0,1232,0,0,0,1232,1232,0,0,0,0,0,0,0,1232,0,1232,0,0,0,0,0,0,0,1232,0,0,0,1,1,62,1,1,0,2,0,1,1,0,6,62,4866,813,0,2076,4248,10605,3003,24506,2312,13669,6242,260,62,62
3334,2,2,1246,523,11100,4,9,3,1,3123,0,608,650,1865,1166,1957,0,0,0,650,0,608,1166,700,744,2562,0,0,0,650,0,608,561,1304,0,0,0,1,49,2,0,0,2,1,0,0,0,24,31.5,1429,418,0,1901,677,0,0,35295,13607,66713,19081,966,49,14
3335,1,3,6591,902,11901,1,6,1,1,905,0,0,0,905,679,226,0,0,0,0,0,0,679,226,0,905,0,0,0,0,0,0,0,905,0,0,1,1,73,1,0,0,1,0,1,0,1,4,73,5050,0,5773,1768,0,5392,13774,19672,2412,10571,1526,278,73,37
3336,0,2,6244,958,20381,3,5,4,0,2514,0,0,400,2114,2114,400,0,0,0,400,0,0,2114,0,2114,400,0,0,0,400,0,0,2114,0,0,0,0,2,53,2,1,0,4,1,0,0,0,17,32.25,7777,711,0,8550,4215,13128,0,43647,1503,7487,4075,235,53,15
3337,0,2,7317,526,9235,2,6,1,1,2900,1450,0,0,1450,1450,1450,0,1450,0,0,0,0,1450,0,0,2900,0,1450,0,0,0,0,0,1450,0,0,1,2,49,2,1,0,2,1,0,0,0,13,47.5,0,841,11511,5176,0,0,0,26332,4008,31797,69540,1024,49,46
3338,0,5,0,4574,5535,4,6,3,0,1560,0,0,0,1560,0,1560,0,0,0,0,0,0,0,1560,0,1560,0,0,0,0,0,0,0,1560,0,0,1,2,55,2,1,0,3,1,0,1,1,12,46.3333333333333,2243,375,0,3239,0,5988,0,9658,1258,7293,8890,329,55,30
3339,4,2,521,3486,31275,6,12,3,1,6840,0,2280,650,3910,3910,2930,0,0,0,650,0,2280,3910,0,6190,2930,0,0,0,650,0,2280,3910,0,0,0,1,2,39,2,1,0,5,1,0,0,0,24,26.4,5394,493,0,8403,37527,14417,2195,44169,51316,0,0,499,39,14
3340,0,2,3770,1571,5184,1,4,4,0,1176,0,0,0,1176,1176,0,0,0,0,0,0,0,1176,0,235,1176,0,0,0,0,0,0,0,1176,0,0,1,1,77,0,1,0,3,1,1,0,0,10,67.6666666666667,0,0,0,2688,1700,6828,0,6471,3004,17338,8944,69,77,44
3341,4,5,519,3512,5567,4,5,1,1,1116,0,0,0,1116,1116,0,0,0,0,0,0,0,1116,0,1116,0,0,0,0,0,0,0,1116,0,0,0,0,1,28,2,0,0,3,1,0,0,0,5,12.6666666666667,0,0,0,1856,9741,0,1626,5772,2757,10208,0,126,28,3
3342,0,4,3241,1944,11789,2,8,1,1,717,0,0,0,717,179,538,0,0,0,0,0,0,179,538,179,717,0,0,0,0,0,0,0,717,0,0,0,2,19,2,1,0,2,1,0,0,0,6,18.5,4110,0,0,3335,4593,12686,6992,12618,6141,13459,2671,58,19,18
3343,0,4,5379,1403,11951,2,1,1,1,2032,0,0,0,2032,2032,0,0,0,0,0,0,0,2032,0,406,2032,0,0,0,0,0,0,0,2032,0,0,1,1,32,1,1,0,5,0,0,1,1,3,20.2,6367,0,0,2229,4330,0,3662,30556,0,41645,105605,1431,32,8
3344,0,2,1493,3271,14017,4,11,3,1,3494,0,0,650,2844,2844,650,0,0,0,650,0,0,2844,0,2844,650,0,0,0,650,0,0,2844,0,0,0,1,2,64,1,1,0,2,0,1,0,0,9,64,3276,547,0,10168,19366,0,0,18294,8162,27853,15847,504,64,64
3345,0,2,7181,150,6465,3,10,2,1,1312,0,0,0,1312,1312,0,0,0,0,0,0,0,1312,0,0,1312,0,0,0,0,0,0,0,1312,0,0,0,1,44,2,1,0,4,1,0,1,0,9,30.25,3024,505,3458,2453,0,0,0,19606,7779,31304,50749,873,44,16
3346,2,5,2585,16,1376,1,3,1,1,236,0,0,0,236,0,236,0,0,0,0,0,0,0,236,0,236,0,0,0,0,0,0,0,236,0,0,1,1,51,1,0,0,1,0,0,1,0,2,51,0,0,0,2222,0,0,0,2473,0,8087,7018,147,51,46
3347,1,2,5548,1049,4652,5,4,3,0,2309,1125,0,0,1184,1184,1125,0,1125,0,0,0,0,1184,0,385,2309,0,1125,0,0,0,0,0,1184,0,0,0,1,62,2,0,0,1,1,1,0,0,9,62,0,461,0,2837,1058,0,0,11978,7277,4490,9641,56,62,30
3348,0,4,4692,1501,2068,3,5,2,1,1320,0,0,0,1320,1320,0,0,0,0,0,0,0,1320,0,220,1320,0,0,0,0,0,0,0,1320,0,0,1,2,67,1,1,0,3,1,1,0,0,18,51,0,0,1549,1029,795,0,0,5232,5484,8978,31123,443,67,27
3349,2,2,963,1319,8235,4,7,1,1,3000,0,0,400,2600,2600,400,0,0,0,400,0,0,2600,0,2600,400,0,0,0,400,0,0,2600,0,0,0,1,1,36,1,1,0,4,1,0,0,0,16,19,0,406,0,1757,6712,0,0,19629,16503,31738,10515,571,36,1
3350,0,2,4479,710,8779,2,9,4,1,1939,513,0,400,1026,1026,913,0,513,0,400,0,0,1026,0,1539,913,0,513,0,400,0,0,1026,0,0,0,0,1,52,2,1,0,3,1,0,0,0,24,42,3205,535,3664,2930,5325,0,0,21699,7213,31394,42272,786,52,19
3351,0,4,5518,985,5189,1,5,1,1,1008,0,0,0,1008,1008,0,0,0,0,0,0,0,1008,0,504,1008,0,0,0,0,0,0,0,1008,0,0,0,1,33,2,1,0,5,1,0,0,0,7,18.4,2547,0,2912,2494,1259,0,0,13951,7059,23269,57182,850,33,1
3352,2,2,654,4273,2255,4,5,2,1,1517,0,0,400,1117,1117,400,0,0,0,400,0,0,1117,0,0,1517,0,0,0,400,0,0,0,1117,0,0,0,2,30,2,0,0,1,1,0,0,0,17,30,2200,0,0,1671,0,0,0,6023,3985,20007,7399,305,30,51
3353,0,2,2173,2149,15185,5,1,4,0,1440,0,0,0,1440,1440,0,0,0,0,0,0,0,1440,0,720,1440,0,0,0,0,0,0,0,1440,0,0,1,1,77,1,0,0,1,0,1,0,0,5,77,0,0,8308,7471,13970,0,2631,27739,4556,6224,1282,364,77,32
3354,0,2,5991,1156,8544,3,1,1,1,2835,945,945,0,945,1890,945,945,0,0,0,0,945,945,0,0,2835,0,945,0,0,0,945,0,945,0,0,1,1,85,1,0,0,1,0,1,0,0,5,85,0,0,11315,8704,0,0,0,20448,2937,7868,0,105,85,55
3355,0,1,1202,3584,5408,2,5,4,1,902,0,0,0,902,902,0,0,0,0,0,0,0,902,0,902,0,0,0,0,0,0,0,902,0,0,0,1,1,70,1,0,0,2,0,1,1,1,5,55.5,0,0,0,2433,4831,6646,0,4541,8221,0,18535,260,70,41
3356,3,5,1405,3105,9266,3,5,1,1,567,0,0,0,567,567,0,0,0,0,0,0,0,567,0,567,0,0,0,0,0,0,0,567,0,0,0,0,1,24,1,0,0,1,1,0,0,0,8,24,0,515,0,3020,11856,4753,3738,8249,8872,15070,788,330,24,30
3357,0,2,2071,2241,14737,2,5,4,0,1200,0,0,0,1200,600,600,0,0,0,0,0,0,600,600,800,1200,0,0,0,0,0,0,0,1200,0,0,1,1,61,1,1,0,3,1,0,0,0,8,43,3943,0,5716,1767,15965,0,3588,28963,5420,12392,819,59,61,7
3358,3,1,1713,2558,12455,3,5,4,0,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,924,0,0,0,0,0,0,0,924,0,0,0,0,1,26,2,0,0,1,1,0,0,0,24,26,3922,655,0,3839,14040,6044,5752,12823,4679,9714,9149,175,26,36
3359,0,2,5862,1203,6664,3,5,2,1,988,0,0,250,738,738,250,0,0,0,250,0,0,738,0,148,988,0,0,0,250,0,0,0,738,0,0,1,1,25,1,1,1,5,1,0,0,1,7,13,0,0,3076,3065,1139,6806,0,11728,62049,0,0,603,25,2
3360,0,2,7169,568,3622,3,1,1,1,1843,0,896,0,947,947,896,0,0,0,0,0,896,947,0,461,1843,0,0,0,0,0,896,0,947,0,0,1,1,73,1,0,0,1,0,1,0,1,4,73,2857,0,0,2796,623,0,1938,7001,3488,3718,6922,67,73,44
3361,0,5,7526,505,5896,1,2,2,1,1109,0,0,0,1109,1109,0,0,0,0,0,0,0,1109,0,222,1109,0,0,0,0,0,0,0,1109,0,1,1,1,47,1,0,0,3,0,0,1,1,3,22.6666666666667,0,0,4379,2957,1729,0,0,15431,4827,9179,61193,731,47,7
3362,0,2,6001,1117,10987,1,3,1,1,3748,1210,1210,0,1328,2840,908,908,303,0,0,605,605,1328,0,0,3748,0,1210,0,0,0,1210,0,1328,0,0,1,2,49,2,1,1,3,1,0,0,0,12,37.3333333333333,0,958,0,10490,0,0,0,26998,21305,34880,106706,1583,49,19
3363,0,1,1605,2543,15719,3,9,4,0,1280,0,0,0,1280,1280,0,0,0,0,0,0,0,1280,0,1280,0,0,0,0,0,0,0,1280,0,0,0,0,1,28,2,1,1,3,1,0,0,1,11,21,2013,0,0,5853,16174,13333,2877,15396,2975,85,6237,75,28,9
3364,3,2,1272,3188,38664,1,9,3,1,5051,0,1600,400,3051,3051,2000,0,0,0,400,0,1600,3051,0,4651,2000,0,0,0,400,0,1600,3051,0,0,0,1,2,31,2,0,0,5,1,0,0,0,10,32.2,5954,0,6807,15521,55584,0,0,60817,7506,24743,9014,401,31,13
3365,2,5,2382,77,3083,2,4,2,1,617,0,0,0,617,0,617,0,0,0,0,0,0,0,617,0,617,0,0,0,0,0,0,0,617,0,0,0,1,48,2,1,0,3,1,0,0,0,20,37.3333333333333,0,0,0,2586,0,0,0,7933,0,0,5191,50,48,15
3366,0,2,4584,1417,10849,1,5,2,1,2736,0,912,0,1824,1824,912,0,0,0,0,0,912,1824,0,2736,912,0,0,0,0,0,912,1824,0,0,0,0,2,58,2,1,0,4,1,0,0,0,13,52.25,0,596,5174,3494,11452,0,0,22073,7219,17793,68421,908,58,23
3367,2,2,2599,8,3865,4,1,1,1,2456,0,0,250,2206,2206,250,0,0,0,250,0,0,2206,0,0,2456,0,0,0,250,0,0,0,2206,0,0,1,1,72,1,0,0,1,0,1,0,0,3,72,1932,323,0,1766,0,0,4569,6852,0,53302,0,518,72,32
3368,0,2,7369,586,11410,2,1,2,1,4337,984,0,400,2953,3937,400,984,0,0,400,0,0,2953,0,232,4337,0,984,0,400,0,0,0,2953,0,0,1,1,89,1,0,0,1,0,1,1,0,11,89,3900,651,4459,6797,666,5898,0,25570,6906,17997,19,60,89,33
3369,0,3,4940,1025,19733,1,5,3,0,2048,630,0,0,1418,2048,0,630,0,0,0,0,0,1418,0,2048,0,630,0,0,0,0,0,1418,0,0,0,0,1,30,2,1,0,2,1,0,0,0,24,30,4702,785,0,4006,10539,10247,13168,29369,9174,6934,7450,207,30,30
3370,1,2,5607,1033,11049,3,7,3,0,2016,1008,0,250,758,1514,502,756,252,0,250,0,0,758,0,1766,250,1008,0,0,250,0,0,758,0,0,0,1,1,45,2,1,0,4,1,0,0,0,17,24.75,3286,549,0,4201,7040,0,0,26458,564,3165,926,283,45,6
3371,0,2,6775,210,21038,2,5,4,1,3008,0,1504,0,1504,1504,1504,0,0,0,0,0,1504,1504,0,0,3008,0,0,0,0,0,1504,0,1504,0,0,1,1,35,1,1,0,4,1,0,0,0,10,24.25,8920,0,0,6718,0,15058,7996,42010,5009,13644,4011,349,35,11
3372,0,1,2997,2237,20041,2,7,4,0,1092,0,0,0,1092,1092,0,0,0,0,0,0,0,1092,0,1092,0,0,0,0,0,0,0,1092,0,0,0,0,2,55,2,0,0,1,1,0,0,0,6,55,6064,0,0,5937,20338,9345,12399,20361,4453,3679,8853,12,55,37
3373,0,5,5285,1533,5183,1,4,1,1,534,0,0,0,534,534,0,0,0,0,0,0,0,534,0,133,534,0,0,0,0,0,0,0,534,0,0,1,1,26,1,0,0,2,1,0,0,1,4,14,0,0,0,1340,4765,0,4566,7013,0,19127,0,186,26,2
3374,4,2,491,2931,13827,7,4,2,0,3128,0,1564,250,1314,1314,1814,0,0,0,250,0,1564,1314,0,2878,1814,0,0,0,250,0,1564,1314,0,0,0,1,1,70,1,1,0,2,0,1,0,0,22,72.5,2973,0,3399,2411,17714,5896,2484,18673,2518,9069,2477,364,70,75
3375,0,2,4648,1367,14986,3,6,3,1,7072,1768,1768,400,3136,4904,2168,1768,0,0,400,0,1768,3136,0,6672,2168,1768,0,0,400,0,1768,3136,0,0,0,0,2,45,2,1,0,5,1,0,0,0,21,28,3429,573,0,3136,15657,0,0,32339,0,25188,36552,600,45,13
3376,0,2,7544,719,15637,1,9,3,1,2367,984,0,400,984,1721,646,738,246,0,400,0,0,984,0,1967,646,738,246,0,400,0,0,984,0,0,0,1,2,64,1,1,0,2,1,1,0,0,24,64,4988,833,0,12291,5862,0,3393,31807,0,43890,94613,1346,64,64
3377,0,5,5085,1289,8990,3,7,2,1,687,0,0,0,687,687,0,0,0,0,0,0,0,687,0,687,0,0,0,0,0,0,0,687,0,0,0,1,2,31,2,1,1,4,0,0,0,0,15,16.25,3880,0,0,3118,8860,0,0,18696,7019,24295,26671,564,31,1
3378,0,2,2786,1777,8478,2,6,1,1,897,0,0,0,897,897,0,0,0,0,0,0,0,897,0,897,0,0,0,0,0,0,0,897,0,0,0,0,1,33,0,0,0,3,1,0,0,1,4,21.3333333333333,2641,0,0,2715,7789,0,4896,13527,8543,31630,0,390,33,14
3379,0,2,6009,888,15775,1,9,4,0,1500,0,0,250,1250,1250,250,0,0,0,250,0,0,1250,0,0,1500,0,0,0,250,0,0,0,1250,0,0,0,2,37,2,0,0,4,1,0,0,0,8,16,3524,0,5108,3002,0,13997,10469,26356,3564,11543,8114,241,37,7
3380,0,3,4777,1364,12485,2,7,1,1,2714,0,0,250,2464,2464,250,0,0,0,250,0,0,2464,0,2464,250,0,0,0,250,0,0,2464,0,0,0,0,1,51,2,1,0,3,1,0,0,0,19,37,3203,0,0,6271,8733,8548,0,19047,0,0,36244,352,51,22
3381,0,4,7893,602,7209,3,5,1,1,660,0,0,0,660,660,0,0,0,0,0,0,0,660,0,660,0,0,0,0,0,0,0,660,0,0,0,0,1,47,0,0,0,2,1,1,0,1,5,28.5,2086,610,0,3757,1628,0,0,19212,0,12048,37756,484,47,10
3382,2,2,1010,1125,4293,4,3,1,1,2351,0,0,250,2101,700,1651,0,0,0,250,0,0,700,1401,2101,250,0,0,0,250,0,0,2101,0,0,0,0,1,44,2,1,1,5,1,0,0,0,10,31.8,0,0,0,819,2543,0,2014,9272,11553,27382,3871,416,44,13
3383,0,2,4491,1597,14701,3,1,2,0,2517,690,525,0,1302,1827,690,0,690,0,0,525,0,1302,0,2158,2517,0,690,0,0,0,525,0,1302,0,0,1,1,30,0,1,0,4,1,0,0,0,16,16.5,3587,599,0,2910,14146,10602,0,22502,4699,16467,8614,200,30,2
3384,0,2,4537,1320,9486,3,5,4,0,480,0,0,0,480,480,0,0,0,0,0,0,0,480,0,120,480,0,0,0,0,0,0,0,480,0,0,0,1,51,1,1,0,3,1,1,1,0,7,47.6666666666667,0,0,3916,2752,3350,9142,1796,15326,2019,11636,9277,178,51,31
3385,0,3,4623,1209,4327,1,1,1,0,1634,495,0,0,1139,1634,0,495,0,0,0,0,0,1139,0,0,1634,0,495,0,0,0,0,0,1139,0,0,0,2,32,2,1,1,1,1,0,0,0,6,32,0,0,0,989,0,5060,5804,2911,2100,16831,2872,114,32,22
3386,0,2,6993,855,18661,3,8,4,0,2184,1092,0,0,1092,2184,0,1092,0,0,0,0,0,1092,0,2184,0,1092,0,0,0,0,0,1092,0,1,0,1,1,35,2,1,0,3,1,0,0,0,12,41.3333333333333,7165,0,11378,3842,6011,14835,0,38983,4306,8530,596,4,35,52
3387,0,3,4166,1786,25160,1,5,1,1,1730,527,0,0,1203,1031,699,0,527,0,0,0,0,1031,172,645,1281,0,527,0,0,0,0,448,754,0,0,0,1,43,2,0,0,3,1,0,0,0,6,23,6447,1077,7371,6312,7257,17209,0,55068,0,0,53058,516,43,8
3388,0,3,7316,731,7114,1,5,1,1,1820,525,0,400,895,1420,400,525,0,0,400,0,0,895,0,1420,400,525,0,0,400,0,0,895,0,0,0,1,2,82,1,1,0,2,1,1,0,0,17,78.5,0,593,0,5891,1938,7042,0,9402,10016,0,111406,1180,82,75
3389,0,4,5970,1189,19164,3,4,1,1,773,0,0,0,773,773,0,0,0,0,0,0,0,773,0,773,0,0,0,0,0,0,0,773,0,0,0,1,2,51,1,0,0,1,0,0,0,1,5,51,0,0,0,7048,14218,11095,18912,14115,4943,1505,3856,302,51,55
3390,3,2,1008,3798,30228,1,7,3,1,3950,0,0,0,3950,3950,0,0,0,0,0,0,0,3950,0,3950,0,0,0,0,0,0,0,3950,0,0,0,0,1,39,2,1,0,5,1,0,0,0,23,23,4628,773,0,7533,49638,0,9283,36684,17408,66147,0,812,39,3
3391,0,2,4943,1546,6980,3,4,2,1,975,0,0,0,975,975,0,0,0,0,0,0,0,975,0,325,975,0,0,0,0,0,0,0,975,0,0,0,1,26,2,1,0,4,1,0,0,0,9,13.75,2907,0,0,2989,5874,0,0,14953,0,49317,92273,1376,26,1
3392,0,5,2914,2518,19904,1,5,1,1,1448,0,0,0,1448,1448,0,0,0,0,0,0,0,1448,0,1448,0,0,0,0,0,0,0,1448,0,0,0,0,1,34,2,1,0,4,0,0,0,0,17,21,3901,652,0,3165,16123,11530,8682,28412,4124,226,8242,115,34,6
3393,0,5,5197,1656,8131,7,3,1,1,1440,0,0,0,1440,1440,0,0,0,0,0,0,0,1440,0,0,1440,0,0,0,0,0,0,0,1440,0,0,1,1,43,1,0,0,3,0,0,1,0,3,46.3333333333333,0,0,0,5736,0,0,3370,18637,0,13319,39209,510,43,43
3394,0,4,6399,772,1396,2,9,2,1,401,0,0,0,401,401,0,0,0,0,0,0,0,401,0,0,401,0,0,0,0,0,0,0,401,0,0,1,1,80,1,0,0,1,0,1,0,0,6,80,0,0,0,2192,0,0,0,2571,0,4570,50893,539,80,17
3395,0,5,6785,712,1144,3,1,1,1,434,0,0,0,434,434,0,0,0,0,0,0,0,434,0,434,434,0,0,0,0,0,0,0,434,0,0,0,2,50,2,0,0,1,1,0,0,0,6,50,0,0,0,1842,543,0,0,1518,5318,0,0,52,50,52
3396,0,2,3672,1665,15935,1,4,1,1,2976,1152,0,250,1574,2726,250,1152,0,0,250,0,0,1574,0,2726,250,1152,0,0,250,0,0,1574,0,0,0,1,2,45,2,1,0,3,1,0,0,0,15,32.3333333333333,6080,556,0,10687,11797,8889,0,22997,0,0,79542,773,45,15
3397,2,5,2543,41,2516,1,1,1,1,239,0,0,0,239,239,0,0,0,0,0,0,0,239,0,0,239,0,0,0,0,0,0,0,239,0,0,1,2,80,1,0,0,1,0,0,1,1,2,80,0,0,0,4660,0,0,0,3925,0,3388,15026,179,80,46
3398,0,2,3129,2109,21961,1,7,4,0,3078,0,1539,0,1539,0,3078,0,0,0,0,0,1539,0,1539,2565,3078,0,0,0,0,0,1539,0,1539,0,0,0,2,41,0,1,0,4,0,0,0,0,7,26.25,5318,888,0,5206,25776,15716,0,28233,5726,3617,2343,108,41,10
3399,0,2,3101,1895,24848,3,12,2,1,5090,0,1650,400,3040,3040,2050,0,0,0,400,0,1650,3040,0,552,4732,0,0,0,400,0,1650,358,2682,0,0,1,1,48,2,0,0,3,1,1,0,0,18,43.3333333333333,4239,0,4846,5510,7986,15119,12703,43463,3849,9483,7162,108,48,16
3400,0,2,4051,697,8886,2,9,4,1,2880,0,0,0,2880,2880,0,0,0,0,0,0,0,2880,0,0,2880,0,0,0,0,0,0,0,2880,1,0,1,1,65,1,1,0,2,1,1,0,0,13,67,2807,469,3210,7137,0,0,1430,21752,0,0,0,0,65,69
3401,0,2,2688,1933,17499,3,13,1,1,2100,0,0,400,1700,1700,400,0,0,0,400,0,0,1700,0,1700,400,0,0,0,400,0,0,1700,0,0,0,1,1,31,2,1,0,6,1,0,0,0,7,22.5,4935,451,3090,2471,10795,13635,6008,26798,6762,12510,3392,269,31,4
3402,0,2,5449,1067,9182,3,2,3,1,3320,0,1660,250,1410,1410,1910,0,0,0,250,0,1660,1410,0,3070,1910,0,0,0,250,0,1660,1410,0,0,0,0,2,53,1,1,0,2,1,0,0,0,19,53,0,392,2685,2299,4879,0,0,24151,27547,21080,56948,1026,53,53
3403,0,2,3537,2274,14266,2,2,2,1,2294,0,0,0,2294,2294,0,0,0,0,0,0,0,2294,0,765,2294,0,0,0,0,0,0,0,2294,0,0,0,1,30,2,1,0,5,1,0,0,0,8,17.4,2995,0,3424,2932,7987,9605,0,28152,2953,0,0,29,30,5
3404,0,2,5454,1095,9050,4,13,2,1,4561,2240,0,400,1921,1921,2640,0,2240,0,400,0,0,1921,0,489,4335,0,2240,0,400,0,0,226,1695,0,0,1,1,35,0,1,0,5,1,0,0,0,16,17.8,0,760,0,7053,2194,0,0,21632,7334,28519,41837,755,35,3
3405,0,2,5384,720,12672,3,5,1,1,2726,840,0,0,1886,1886,840,0,840,0,0,0,0,1886,0,2726,840,0,840,0,0,0,0,1886,0,0,0,1,1,28,2,1,0,4,1,0,0,0,16,14.75,4882,782,5355,1998,6796,0,0,34443,0,32966,56660,871,28,2
3406,0,5,2785,2423,29013,1,6,1,1,811,0,0,0,811,811,0,0,0,0,0,0,0,811,0,811,0,0,0,0,0,0,0,811,0,0,0,0,2,20,2,0,1,6,1,0,0,0,17,24.6666666666667,0,0,0,6654,38513,27470,0,26355,0,0,15407,150,20,22
3407,0,4,7776,606,7803,2,1,1,0,1260,252,0,0,1008,1008,252,0,252,0,0,0,0,1008,0,630,1260,0,252,0,0,0,0,0,1008,0,0,0,2,30,2,1,1,2,1,0,0,0,24,30,3061,511,0,2996,2338,9447,0,11843,5936,18055,4285,286,30,30
3408,0,3,7094,353,5164,3,3,1,1,3024,1512,0,400,1112,794,2230,0,1512,0,400,0,0,794,318,789,2689,0,1512,0,400,0,0,335,777,0,0,0,1,25,2,1,0,2,1,0,0,0,19,25,1641,274,2379,2543,252,3576,0,11249,0,0,45055,438,25,25
3409,0,4,1210,4160,11333,4,5,1,1,636,0,0,0,636,636,0,0,0,0,0,0,0,636,0,636,0,0,0,0,0,0,0,636,0,1,0,0,1,28,2,0,0,2,1,0,0,0,12,21,0,629,0,3053,23316,0,4331,7968,7735,14903,0,220,28,14
3410,3,2,1799,3420,8967,1,6,3,1,7308,0,3654,400,3254,3254,4054,0,0,0,400,0,3654,3254,0,6908,4054,0,0,0,400,0,3654,3254,0,0,0,1,1,66,1,0,0,1,0,1,0,0,14,66,2495,417,0,2281,14775,0,838,12701,0,24965,31733,551,66,42
