DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,AVGAGEHH,BTUEL,BTUNG,BTU,AGEHHMEM1,AGEHHMEMY
2070,0,2,3138,1769,39767,1,8,3,1,5366,1608,1075,650,2033,2033,3333,0,1608,0,650,0,1075,2033,0,4716,3333,0,1608,0,650,0,1075,2033,0,1,1,1,2,57,2,1,0,2,1,0,0,0,23,57,135685,120893,256578,57,57
2071,0,2,6397,937,8152,3,2,1,1,2218,833,0,0,1385,2218,0,833,0,0,0,0,0,1385,0,2218,833,0,833,0,0,0,0,1385,0,0,0,0,2,57,2,1,0,2,1,0,0,0,16,57,27815,120599,148414,57,57
2072,0,2,5518,663,10889,1,1,3,1,4011,0,0,400,3611,3611,400,0,0,0,400,0,0,3611,0,0,4011,0,0,0,400,0,0,0,3611,0,0,0,1,50,2,0,0,1,1,0,0,0,24,50,37154,199081,236235,50,24
2073,0,1,3208,2129,11207,3,5,4,0,994,0,0,0,994,994,0,0,0,0,0,0,0,994,0,199,994,0,0,0,0,0,0,0,994,0,0,0,2,64,2,0,0,1,0,1,0,0,7,64,38238,42798.15347,81036.15347,64,4
2074,2,3,2288,77,3736,4,7,1,1,1034,0,0,400,634,634,400,0,0,0,400,0,0,634,0,0,1034,0,0,0,400,0,0,0,634,0,0,1,1,64,1,1,1,2,1,1,1,0,6,64,12747,37353,50100,64,64
2075,0,2,6176,993,8510,3,4,1,1,1372,0,0,0,1372,1372,0,0,0,0,0,0,0,1372,0,549,1372,0,0,0,0,0,0,0,1372,0,0,0,2,39,0,0,0,4,1,0,0,0,5,20.75,29036,103096,132132,39,11
2076,0,2,5331,1277,15821,1,1,2,1,4233,969,969,0,2295,3240,993,945,24,0,0,0,969,2295,0,1209,4233,0,969,0,0,0,969,0,2295,0,0,1,2,39,1,1,0,4,1,1,0,0,8,26.5,53981,91375,145356,39,12
2077,2,2,1121,1232,8478,4,6,3,1,2343,0,0,250,2093,2093,250,0,0,0,250,0,0,2093,0,0,2343,0,0,0,250,0,0,0,2093,0,0,1,1,55,1,1,0,3,1,1,0,0,15,34.66666667,28927,43938,72865,55,7
2078,0,5,3028,2174,16965,1,5,1,0,845,0,0,0,845,845,0,0,0,0,0,0,0,845,0,355,490,0,0,0,0,0,0,355,490,0,0,0,2,44,2,1,0,2,1,0,0,0,5,44.5,57885,27849.9757,85734.9757,44,45
2079,3,2,2613,2343,19879,3,4,2,1,1260,0,0,0,1260,1260,0,0,0,0,0,0,0,1260,0,1260,0,0,0,0,0,0,0,1260,0,0,0,1,1,63,1,1,0,2,1,1,0,0,13,63,67827,75632,143459,63,63
2080,0,2,5186,1271,17058,3,12,2,0,1980,0,0,400,1580,1580,400,0,0,0,400,0,0,1580,0,1580,400,0,0,0,400,0,0,1580,0,0,0,0,2,70,1,1,0,2,0,1,0,0,17,69,58202,60536.78373,118738.7837,70,68
2081,0,2,7528,740,9841,2,3,4,0,3072,1500,0,250,1322,2822,250,1500,0,0,250,0,0,1322,0,2822,250,1500,0,0,250,0,0,1322,0,0,0,0,2,57,2,1,0,2,1,0,0,0,19,56,33578,101801.9971,135379.9971,57,55
2082,0,2,7769,641,12448,2,6,4,1,2995,865,0,400,1730,2595,400,865,0,0,400,0,0,1730,0,2595,400,865,0,0,400,0,0,1730,0,0,0,0,1,51,2,1,0,2,1,0,0,0,23,50,42472,147970,190442,51,49
2083,0,4,6548,788,3327,3,1,3,1,1220,0,0,0,1220,915,305,0,0,0,0,0,0,915,305,305,1220,0,0,0,0,0,0,0,1220,0,0,1,1,79,1,0,0,1,0,1,0,0,9,79,11352,49598,60950,79,50
2084,1,5,4806,1607,3108,7,1,1,1,1215,0,0,0,1215,1215,0,0,0,0,0,0,0,1215,0,0,1215,0,0,0,0,0,0,0,1215,0,0,1,1,67,1,1,1,2,1,1,0,0,9,69,10604,10702,21306,67,71
2085,0,2,1432,3124,6280,4,7,2,1,896,0,0,400,496,496,400,0,0,0,400,0,0,496,0,496,400,0,0,0,400,0,0,496,0,0,0,0,2,80,1,1,0,2,0,1,0,0,10,71.5,21427,19037,40464,80,63
2086,0,2,1534,3024,16508,2,4,2,1,1365,0,0,0,1365,1365,0,0,0,0,0,0,0,1365,0,1365,1365,0,0,0,0,0,0,0,1365,0,0,1,1,40,1,1,0,3,1,0,0,0,13,32.33333333,56325,24393,80718,40,16
2087,1,2,6330,987,17940,3,5,3,0,2912,0,0,250,2662,2662,250,0,0,0,250,0,0,2662,0,845,2067,0,0,0,250,0,0,845,1817,0,0,1,2,48,1,1,1,6,1,1,0,0,19,23.33333333,61211,108549.8968,169760.8968,48,5
2088,3,1,1699,2623,10329,3,1,4,0,1248,0,0,0,1248,624,624,0,0,0,0,0,0,624,624,624,1248,0,0,0,0,0,0,0,1248,0,0,1,1,70,1,1,0,2,0,0,1,0,6,72,35243,48716.59888,83959.59888,70,74
2089,0,5,4645,1361,9357,1,9,2,1,789,0,0,0,789,789,0,0,0,0,0,0,0,789,0,789,0,0,0,0,0,0,0,789,0,0,0,0,1,24,2,1,0,2,1,0,0,0,15,25,31927,35533,67460,24,26
2090,0,4,5190,1295,15891,1,4,1,1,1493,374,0,0,1119,1493,0,374,0,0,0,0,0,1119,0,1493,0,374,0,0,0,0,0,1119,0,0,0,0,1,79,1,0,0,1,0,1,0,0,10,79,54220,62771.54438,116991.5444,79,10
2091,0,5,4473,1127,6503,2,5,1,0,874,0,0,0,874,219,656,0,0,0,0,0,0,219,656,219,874,0,0,0,0,0,0,0,874,0,0,0,2,46,2,0,1,1,1,0,0,0,7,46,22188,34469.70424,56657.70424,46,12
2092,0,2,5872,1186,12565,3,2,1,1,1782,0,891,0,891,891,891,0,0,0,0,0,891,891,0,1782,891,0,0,0,0,0,891,891,0,0,0,1,1,54,1,1,0,3,1,1,0,0,18,43.33333333,42872,65959,108831,54,14
2093,0,5,4941,1506,4947,1,6,3,1,756,0,0,0,756,756,0,0,0,0,0,0,0,756,0,252,756,0,0,0,0,0,0,0,756,0,0,1,1,80,1,0,0,1,0,1,0,0,5,80,16879,13806,30685,80,42
2094,0,3,4325,1611,13026,1,6,1,1,3109,500,625,0,1984,2484,625,500,0,0,0,0,625,1984,0,3109,625,500,0,0,0,0,625,1984,0,0,0,1,1,78,1,0,0,4,1,1,0,0,8,38.5,44446,54949,99395,78,14
2095,0,2,6373,254,9401,3,5,3,1,2808,0,1404,250,1154,1154,1654,0,0,0,250,0,1404,1154,0,2558,1654,0,0,0,250,0,1404,1154,0,0,0,1,2,67,1,1,0,4,1,1,0,0,17,43,32076,66988,99064,67,11
2096,0,2,2351,2868,3753,1,3,1,1,2432,0,1216,0,1216,1216,1216,0,0,0,0,0,1216,1216,0,405,2432,0,0,0,0,0,1216,0,1216,0,0,0,2,55,2,0,0,1,1,0,0,0,7,55,12805,58756,71561,55,11
2097,0,2,2463,2285,12448,3,2,2,0,3432,0,1716,0,1716,1716,1716,0,0,0,0,0,1716,1716,0,1378,2743,0,0,0,0,0,1716,689,1027,0,0,1,2,83,1,0,0,2,0,1,0,0,3,80.5,42472,61296.18494,103768.1849,83,78
2098,0,5,5096,1060,4210,3,10,3,1,1204,0,0,0,1204,1204,0,0,0,0,0,0,0,1204,0,1204,0,0,0,0,0,0,0,1204,0,0,0,0,1,42,2,0,0,2,1,0,0,0,10,28,14365,56492,70857,42,14
2099,0,2,5361,1427,12262,1,8,3,1,5644,2040,0,400,3204,3204,2440,0,2040,0,400,0,0,3204,0,5244,2440,0,2040,0,400,0,0,3204,0,0,0,1,2,63,2,1,0,2,1,0,0,0,24,62.5,41838,120908,162746,63,62
2100,0,2,5086,1288,5111,2,4,2,1,2897,0,676,400,1821,1821,1076,0,0,0,400,0,676,1821,0,2497,1076,0,0,0,400,0,676,1821,0,0,0,0,2,49,2,0,0,1,1,0,0,0,23,49,17439,47243,64682,49,15
2101,4,2,576,3144,20356,7,4,1,0,1572,0,0,0,1572,0,1572,0,0,0,0,0,0,0,1572,1572,0,0,0,0,0,0,0,1572,0,0,0,1,2,41,2,1,0,5,1,0,0,0,9,33.2,69455,20446.28647,89901.28647,41,9
2102,0,2,1627,2479,9104,1,8,4,0,3804,0,1902,650,1252,1252,2552,0,0,0,650,0,1902,1252,0,3154,2552,0,0,0,650,0,1902,1252,0,0,0,1,2,68,1,1,0,2,1,1,0,0,9,58.5,31063,39107.85328,70170.85328,68,49
2103,0,3,4224,1759,8931,1,1,1,1,1403,0,0,0,1403,1403,0,0,0,0,0,0,0,1403,0,701,1403,0,0,0,0,0,0,0,1403,0,0,0,2,26,2,1,0,2,1,0,0,0,17,25.5,30473,72750,103223,26,25
2104,3,2,2596,2380,14763,1,6,2,1,2942,0,0,400,2542,1271,1671,0,0,0,400,0,0,1271,1271,2542,400,0,0,0,400,0,0,2542,0,0,0,1,1,80,1,1,0,2,0,1,0,0,13,80.5,50371,21300,71671,80,81
2105,4,4,1024,3335,7860,7,7,1,0,496,0,0,0,496,496,0,0,0,0,0,0,0,496,0,496,0,0,0,0,0,0,0,496,0,0,0,0,2,19,1,0,0,1,0,0,0,0,1,19,26818,0,26818,19,45
2106,0,2,7639,633,4570,3,11,4,0,2240,720,0,400,1120,1840,400,720,0,0,400,0,0,1120,0,1840,940,180,540,0,400,0,0,1120,0,0,0,0,2,57,2,0,0,1,1,0,0,0,13,57,15593,72692.23199,88285.23199,57,2
2107,3,2,2083,2959,14975,1,11,3,1,1731,0,0,400,1331,1331,400,0,0,0,400,0,0,1331,0,1331,400,0,0,0,400,0,0,1331,0,0,0,1,2,53,2,1,0,3,1,0,0,0,2,41,51095,46717,97812,53,22
2108,0,2,4589,1846,12755,3,3,1,1,1238,598,0,0,640,640,598,0,598,0,0,0,0,640,0,619,1238,0,598,0,0,0,0,0,640,0,0,0,1,53,0,1,0,2,1,0,0,0,9,49.5,43520,44762,88282,53,46
2109,2,5,924,630,4550,4,5,1,1,741,0,0,0,741,0,741,0,0,0,0,0,0,0,741,0,741,0,0,0,0,0,0,0,741,0,0,1,1,48,1,0,0,2,0,0,1,0,4,32,15525,14200,29725,48,16
2110,0,2,4338,1663,10241,3,9,3,1,2394,0,0,0,2394,2394,0,0,0,0,0,0,0,2394,0,2394,0,0,0,0,0,0,0,2394,0,0,0,0,1,41,2,1,1,5,1,0,0,0,11,27.4,34941,67624,102565,41,16
2111,0,3,4038,2032,4038,1,1,1,1,768,0,0,0,768,768,0,0,0,0,0,0,0,768,0,768,0,0,0,0,0,0,0,768,0,1,0,0,1,28,2,0,0,1,1,0,0,0,3,28,13779,22329,36108,28,34
2112,3,4,1899,2680,18909,7,5,1,1,924,0,0,0,924,924,0,0,0,0,0,0,0,924,0,924,0,0,0,0,0,0,0,924,0,0,0,0,1,45,2,0,0,2,0,0,0,1,3,26,64518,19127,83645,45,7
2113,2,3,2203,128,5761,2,5,1,1,1736,0,0,400,1336,802,934,0,0,0,400,0,0,802,534,0,1736,0,0,0,400,0,0,0,1336,0,0,1,2,55,1,1,0,3,0,1,0,0,10,45,19657,31282,50939,55,30
2114,0,2,7338,783,13520,5,1,2,1,1959,700,0,250,1009,1009,950,0,700,0,250,0,0,1009,0,1709,950,0,700,0,250,0,0,1009,0,0,0,0,1,38,2,1,0,4,0,0,0,0,13,24.75,46130,66885,113015,38,9
2115,0,5,4911,1326,5914,4,6,3,0,874,0,0,0,874,874,0,0,0,0,0,0,0,874,0,874,0,0,0,0,0,0,0,874,0,0,0,0,1,44,2,0,0,1,1,0,0,0,13,44,20179,36975.70304,57154.70304,44,2
2116,0,2,6963,197,7029,3,10,2,1,2778,0,0,400,2378,2378,400,0,0,0,400,0,0,2378,0,0,2778,0,0,0,400,0,0,0,2378,0,0,1,1,55,1,1,0,2,0,0,0,0,9,53,23983,151572,175555,55,51
2117,0,2,7646,687,7218,2,8,1,1,4992,0,1664,400,2928,2928,2064,0,0,0,400,0,1664,2928,0,4592,2064,0,0,0,400,0,1664,2928,0,0,0,1,2,31,2,1,0,3,1,1,0,0,15,41,24627,45988,70615,31,54
2118,0,5,6207,995,4855,1,6,1,0,646,0,0,0,646,646,0,0,0,0,0,0,0,646,0,215,646,0,0,0,0,0,0,0,646,0,0,1,1,40,2,0,0,1,1,0,0,0,8,40,16564,59447.71087,76011.71087,40,55
2119,3,5,1813,3326,2649,2,1,1,1,841,0,0,0,841,841,0,0,0,0,0,0,0,841,0,0,841,0,0,0,0,0,0,0,841,0,0,1,2,57,1,1,0,3,0,0,0,0,24,47.33333333,9038,58417,67455,57,40
2120,2,2,1181,1972,7768,1,2,3,1,1512,0,0,0,1512,605,907,0,0,0,0,0,0,605,907,302,1512,0,0,0,0,0,0,0,1512,0,0,0,2,46,2,1,0,5,1,0,0,0,13,29.4,26504,73265,99769,46,13
2121,0,2,5606,718,5930,3,11,3,1,2902,918,0,400,1584,1584,1318,0,918,0,400,0,0,1584,0,2502,1318,0,918,0,400,0,0,1584,0,0,0,1,1,27,1,1,0,4,1,0,0,0,12,15,20233,73059,93292,27,1
2122,0,2,3689,1647,5555,5,1,1,1,1176,360,0,0,816,816,360,0,360,0,0,0,0,816,0,588,1176,0,360,0,0,0,0,0,816,0,0,1,1,80,1,0,0,1,0,1,0,0,4,80,18954,28812,47766,80,48
2123,0,2,1963,3156,15647,7,4,4,1,3360,0,1680,0,1680,1680,1680,0,0,0,0,0,1680,1680,0,3360,1680,0,0,0,0,0,1680,1680,0,0,0,1,1,65,1,1,0,3,0,1,0,0,9,74.66666667,53388,0,53388,65,67
2124,0,2,706,4997,22309,1,3,1,1,1894,0,0,250,1644,1644,250,0,0,0,250,0,0,1644,0,1644,250,0,0,0,250,0,0,1644,0,1,0,1,1,53,0,1,0,2,1,1,0,0,12,49.5,76118,43835,119953,53,46
2125,0,2,2049,2264,15742,2,4,4,0,768,0,0,0,768,768,0,0,0,0,0,0,0,768,0,154,768,0,0,0,0,0,0,0,768,0,0,0,2,32,2,0,0,1,1,0,1,1,4,32,53711,33049.88041,86760.88041,32,8
2126,0,1,10253,0,9661,3,9,1,1,1440,0,0,0,1440,1440,0,0,0,0,0,0,0,1440,0,0,1440,0,0,0,0,0,0,0,1440,0,0,1,2,56,2,1,0,2,1,0,1,0,12,44.5,32963,83040,116003,56,33
2127,2,3,2266,953,2595,4,5,1,1,780,0,0,0,780,390,390,0,0,0,0,0,0,390,390,195,780,0,0,0,0,0,0,0,780,0,0,0,2,47,2,0,0,1,1,0,0,0,13,47,8854,16464,25318,47,24
2128,3,2,1317,2739,11810,1,9,1,1,3854,0,1927,400,1527,1527,2327,0,0,0,400,0,1927,1527,0,3454,1927,0,0,400,0,0,1927,1527,0,0,0,0,1,55,2,1,0,2,1,0,0,0,17,55,40296,12863,53159,55,55
2129,0,2,6861,787,8456,3,1,1,1,3186,1025,0,0,2161,2161,1025,0,1025,0,0,0,0,2161,0,455,3186,0,1025,0,0,0,0,0,2161,0,0,0,1,52,0,1,0,3,0,0,0,0,22,44.66666667,28852,116792,145644,52,24
2130,2,2,970,1301,7844,4,3,1,1,1878,0,0,250,1628,1628,250,0,0,0,250,0,0,1628,0,271,1878,0,0,0,250,0,0,0,1628,0,0,1,1,83,1,1,0,2,0,1,0,0,6,83,26764,61946,88710,83,83
2131,0,2,4650,1433,21996,3,3,4,0,3300,1100,1100,0,1100,1100,2200,0,1100,0,0,0,1100,1100,0,1320,3300,0,1100,0,0,0,1100,0,1100,0,0,0,1,39,0,1,0,4,1,0,0,0,24,23.25,75050,92667.73646,167717.7365,39,5
2132,0,2,4634,1773,28400,1,10,2,1,3040,880,0,400,1760,2640,400,880,0,0,400,0,0,1760,0,2640,400,880,0,0,400,0,0,1760,0,0,0,0,2,47,2,1,0,3,1,0,0,0,15,36.33333333,96901,90038,186939,47,16
2133,3,3,1200,3399,8972,2,2,1,1,665,0,0,0,665,665,0,0,0,0,0,0,0,665,0,443,665,0,0,0,0,0,0,0,665,0,0,1,1,81,1,0,1,1,0,1,0,1,2,81,30612,37456,68068,81,52
2134,0,2,8515,20,1504,3,3,2,1,4280,0,0,0,4280,4280,0,0,0,0,0,0,0,4280,0,0,4280,0,0,0,0,0,0,0,4280,0,0,1,1,72,1,0,0,1,0,1,0,0,6,72,5132,103003,108135,72,15
2135,0,4,4269,1692,3563,1,1,1,1,1037,188,0,0,849,849,188,0,188,0,0,0,0,849,0,259,1037,0,188,0,0,0,0,0,849,0,0,0,2,25,2,0,0,4,1,0,1,1,9,10.5,12157,97531,109688,25,3
2136,3,4,2003,3175,25758,1,5,3,1,876,0,0,0,876,876,0,0,0,0,0,0,0,876,0,368,508,0,0,0,0,0,0,368,508,0,0,0,1,33,2,0,0,2,1,0,0,0,9,19,87886,3573,91459,33,5
2137,2,2,1025,1073,4091,4,2,1,1,1216,0,0,0,1216,0,1216,0,0,0,0,0,0,0,1216,243,1216,0,0,0,0,0,0,0,1216,0,0,0,2,52,2,1,1,4,1,0,0,0,12,35.5,13958,36221,50179,52,16
2138,3,2,532,4401,24677,2,6,1,1,1248,0,0,0,1248,1248,0,0,0,0,0,0,0,1248,0,891,1248,0,0,0,0,0,0,0,1248,0,0,0,2,37,0,0,1,7,1,1,1,1,6,30.42857143,84198,49907,134105,37,12
2139,2,2,1038,796,13877,4,4,2,1,1900,950,0,400,550,1900,0,950,0,400,0,0,0,550,0,1500,0,950,0,400,0,0,0,550,0,0,0,1,1,43,0,1,0,4,0,0,0,0,24,29.25,47350,94154,141504,43,9
2140,0,2,7571,713,11211,3,5,3,1,2761,792,0,400,1569,2761,0,792,0,400,0,0,0,1569,0,2361,400,792,0,0,400,0,0,1569,0,0,0,0,2,49,2,1,0,4,1,0,0,0,18,28,38252,67194,105446,49,6
2141,0,2,1470,2715,14908,1,8,1,0,4710,0,2355,400,1955,1955,2755,0,0,0,400,0,2355,1955,0,4310,2755,0,0,0,400,0,2355,1955,0,0,0,0,2,46,2,0,0,1,1,0,0,0,8,46,50866,39388.51469,90254.51469,46,9
2142,0,1,6556,879,2417,3,5,1,1,980,0,0,0,980,653,327,0,0,0,0,0,0,653,327,653,980,0,0,0,0,0,0,0,980,0,0,0,1,42,2,0,0,1,1,0,1,0,5,42,8248,74191,82439,42,52
2143,0,2,5962,925,17667,1,5,4,0,3300,0,1650,400,1250,1250,2050,0,0,0,400,0,1650,1250,0,2900,2050,0,0,0,400,0,1650,1250,0,0,0,0,2,36,2,1,0,3,1,0,0,0,21,24.66666667,60281,87139.41835,147420.4184,36,5
2144,3,5,1375,3444,7507,4,9,3,1,783,0,0,0,783,783,0,0,0,0,0,0,0,783,0,235,547,0,0,0,0,0,0,235,547,0,0,1,1,33,2,0,0,3,1,0,0,0,24,29,25613,46922,72535,33,1
2145,2,2,1014,1054,1388,2,2,3,1,4646,849,0,400,3397,679,3967,0,849,0,400,0,0,679,2717,0,4646,0,849,0,400,0,0,0,3397,1,0,0,2,51,2,0,0,1,1,0,0,0,9,51,4736,31385,36121,51,50
2146,0,2,6844,795,9339,3,2,1,1,2852,713,713,0,1426,2139,713,713,0,0,0,0,713,1426,0,951,2852,0,713,0,0,0,713,0,1426,0,0,1,2,30,1,1,0,3,1,0,0,0,8,20.66666667,31865,95800,127665,30,1
2147,0,2,4111,434,7284,4,10,1,0,1452,0,0,400,1052,842,610,0,0,0,400,0,0,842,210,210,1452,0,0,0,400,0,0,0,1052,1,0,1,1,26,0,1,0,5,1,0,0,0,13,28.8,24851,64983.61559,89834.61559,26,1
2148,3,2,1378,2966,34154,2,6,4,0,1930,0,425,0,1505,1003,927,0,0,0,0,0,425,1003,502,1930,425,0,0,0,0,0,425,1505,0,0,0,1,1,61,1,1,0,2,1,1,0,0,9,59.5,116535,23456.05066,139991.0507,61,58
2149,1,4,4734,1498,3430,2,1,1,1,550,0,0,0,550,550,0,0,0,0,0,0,0,550,0,183,550,0,0,0,0,0,0,0,550,1,0,0,2,28,0,0,0,1,1,0,0,0,7,28,11703,140664,152367,28,31
2150,0,2,9146,241,9560,3,3,2,0,1890,945,0,0,945,945,945,0,945,0,0,0,0,945,0,0,1890,0,945,0,0,0,0,0,945,0,0,0,2,46,2,1,0,2,1,0,0,0,19,43.5,32619,115609.3452,148228.3452,46,41
2151,0,2,7197,482,5448,5,1,1,1,4408,1102,1102,0,2204,1653,2755,0,1102,0,0,0,1102,1653,551,551,4408,0,1102,0,0,0,1102,0,2204,0,0,0,1,49,0,1,0,3,1,0,0,0,16,39,18589,35089,53678,49,16
2152,0,2,6057,832,9657,2,3,2,1,2475,825,0,0,1650,1650,825,0,825,0,0,0,0,1650,0,1485,2475,0,825,0,0,0,0,0,1650,0,0,0,1,46,2,1,0,3,1,0,0,0,15,36.33333333,32950,53044,85994,46,15
2153,0,4,7222,364,20079,2,1,2,1,1276,0,0,0,1276,1276,0,0,0,0,0,0,0,1276,0,255,1276,0,0,0,0,0,0,0,1276,0,0,0,2,23,2,0,0,3,1,0,0,0,7,22.66666667,68510,75622,144132,23,20
2154,2,2,2083,1413,10710,4,4,1,1,962,0,0,0,962,962,0,0,0,0,0,0,0,962,0,385,962,0,0,0,0,0,0,0,962,0,0,1,1,47,1,1,1,7,1,0,0,0,13,23,36543,36936,73479,47,12
2155,2,2,4815,338,11059,4,1,1,1,1325,0,0,250,1075,1075,250,0,0,0,250,0,0,1075,0,1075,250,0,0,0,250,0,0,1075,0,0,0,0,1,50,2,1,0,4,1,0,0,0,15,31.75,37733,102205,139938,50,12
2156,0,1,5341,926,2605,3,5,4,1,1078,0,0,0,1078,1078,0,0,0,0,0,0,0,1078,0,0,1078,0,0,0,0,0,0,0,1078,0,0,1,1,43,1,0,0,1,0,0,1,0,8,43,8888,63592,72480,43,20
2157,0,2,6930,201,9630,2,1,4,0,1795,144,0,0,1651,1651,144,0,144,0,0,0,0,1651,0,1795,144,0,144,0,0,0,0,1651,0,0,0,1,1,82,1,0,0,1,0,1,0,0,5,82,32858,85515.54094,118373.5409,82,22
2158,0,2,6731,765,5320,3,3,1,1,1846,897,0,0,949,949,897,0,897,0,0,0,0,949,0,739,1846,0,897,0,0,0,0,0,949,0,0,1,1,81,1,0,0,1,0,1,0,0,9,81,18152,86951,105103,81,14
2159,3,5,3989,1495,2634,2,1,1,1,462,0,0,0,462,462,0,0,0,0,0,0,0,462,0,0,462,0,0,0,0,0,0,0,462,0,0,1,2,76,1,1,1,2,0,1,0,0,5,75.5,8986,46070,55056,76,75
2160,0,2,4917,1514,8793,3,1,2,1,1311,0,0,0,1311,936,375,0,0,0,0,0,0,936,375,607,704,0,0,0,0,0,0,607,704,0,0,1,1,77,1,1,0,2,0,1,0,0,11,75,30002,67502,97504,77,73
2161,3,4,1350,3376,13584,1,5,2,0,522,0,0,0,522,522,0,0,0,0,0,0,0,522,0,522,0,0,0,0,0,0,0,522,0,0,0,1,1,81,1,1,0,2,0,0,1,0,7,78.5,46350,28877.08092,75227.08092,81,76
2162,3,2,1563,2929,26341,1,7,4,1,1188,0,0,0,1188,1188,0,0,0,0,0,0,0,1188,0,1188,0,0,0,0,0,0,0,1188,0,0,0,1,1,43,2,1,0,4,1,0,0,0,13,32.5,89875,36373.82714,126248.8271,43,19
2163,0,2,4340,1933,5546,1,2,3,1,3148,1574,0,0,1574,630,2518,0,1574,0,0,0,0,630,944,3148,1574,0,1574,0,0,0,0,1574,0,0,0,0,2,56,2,0,0,1,1,0,0,0,6,56,18923,21712,40635,56,12
2164,0,2,7371,361,7039,2,3,1,1,840,0,0,0,840,840,0,0,0,0,0,0,0,840,0,420,840,0,0,0,0,0,0,0,840,0,0,1,2,48,2,0,0,1,1,0,0,0,8,48,24017,90444.73312,114461.7331,48,44
2165,0,2,3196,1598,19548,3,5,3,1,6786,0,2262,400,4124,3093,3693,0,0,0,400,0,2262,3093,1031,2381,5248,0,0,0,400,0,2262,1538,2586,0,0,1,1,42,0,1,0,5,1,0,0,0,13,25.4,66698,87842.97996,154540.98,42,10
2166,0,2,5261,1218,17437,3,5,2,1,1152,0,0,400,752,1152,0,0,0,400,0,0,0,752,0,752,400,0,0,0,400,0,0,752,0,0,0,0,1,61,1,1,0,2,0,1,0,0,8,59.5,59495,68490.1391,127985.1391,61,58
2167,0,5,6753,729,999,3,12,1,1,324,0,0,0,324,324,0,0,0,0,0,0,0,324,0,0,324,0,0,0,0,0,0,0,324,0,0,1,1,77,1,0,0,1,0,1,0,1,3,77,3409,79282,82691,77,50
2168,0,2,6018,1150,18493,2,1,1,1,5938,1452,1452,0,3034,2697,3241,0,1452,0,0,0,1452,2697,337,0,5938,0,1452,0,0,0,1452,0,3034,0,0,0,1,53,2,1,0,3,1,0,0,0,13,45.33333333,63098,177437,240535,53,23
2169,0,4,5396,1045,7721,1,1,1,1,2576,1288,0,0,1288,1288,1288,0,1288,0,0,0,0,1288,0,859,2576,0,1288,0,0,0,0,0,1288,0,0,1,2,51,2,1,0,3,1,0,0,0,20,31.66666667,26342,97853.69587,124195.6959,51,1
2170,0,2,7317,754,12011,3,9,1,1,6936,2312,0,650,3974,3974,2962,0,2312,0,650,0,0,3974,0,6286,2962,0,2312,0,650,0,0,3974,0,0,0,0,2,20,2,1,0,4,1,0,0,0,23,20,40982,102797,143779,20,1
2171,0,2,5374,1079,11836,2,5,2,1,1710,480,0,0,1230,984,726,0,480,0,0,0,0,984,246,0,1710,0,480,0,0,0,0,0,1230,0,0,1,1,36,1,0,0,1,1,0,0,1,6,36,40384,7335,47719,36,34
2172,0,2,5595,1166,9575,3,2,1,1,2311,560,0,250,1501,1781,530,280,280,0,250,0,0,1501,0,2061,810,0,560,0,250,0,0,1501,0,1,0,0,2,63,2,1,0,3,1,1,0,0,11,52.33333333,32670,53096,85766,63,33
2173,0,5,2537,2209,11239,1,10,2,0,1106,0,0,0,1106,1106,0,0,0,0,0,0,0,1106,0,1106,0,0,0,0,0,0,0,1106,0,0,0,1,1,28,0,0,0,2,1,0,0,1,5,16.5,38347,20542.86614,58889.86614,28,5
2174,0,2,985,4268,28844,4,7,3,0,5096,0,0,650,4446,4446,650,0,0,0,650,0,0,4446,0,4446,650,0,0,0,650,0,0,4446,0,0,0,0,1,44,2,1,0,5,1,0,0,0,24,25.4,98417,66855.91174,165272.9117,44,7
2175,0,2,1538,3013,33060,1,4,3,1,3900,0,1950,0,1950,1950,1950,0,0,0,0,0,1950,1950,0,3900,1950,0,0,0,0,0,1950,1950,0,0,0,1,2,53,2,1,0,5,1,1,0,0,9,44.6,112801,15023,127824,53,13
2176,0,2,6922,637,10144,2,8,2,0,4490,960,960,650,1920,2880,1610,960,0,0,650,0,960,1920,0,1440,4490,0,960,0,650,0,960,0,1920,0,0,0,1,42,0,1,0,3,1,0,0,0,12,34.33333333,34611,104304.1535,138915.1535,42,16
2177,0,2,6162,1088,5832,2,3,2,1,2592,864,864,0,864,864,1728,216,648,0,0,0,864,648,216,780,2332,0,864,0,0,0,864,260,604,0,0,1,1,74,1,0,0,1,0,1,0,0,3,74,19899,71310,91209,74,32
