DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,AVGAGEHH,BTUEL,BTUNG,BTU,AGEHHMEM1,AGEHHMEMY
555,0,2,7030,538,13364,3,11,2,0,6240,1560,1560,400,2720,3120,3120,0,1560,400,0,0,1560,2720,0,2503,6240,0,1560,0,400,0,1560,0,2720,1,0,0,2,49,2,1,0,3,1,0,1,0,24,36,45598,127980.5367,173578.5367,49,17
556,2,2,843,848,4888,3,1,1,1,939,0,0,0,939,313,626,0,0,0,0,0,0,313,626,0,939,0,0,0,0,0,0,0,939,0,0,0,1,27,2,1,0,2,1,0,0,0,24,27,16678,25005,41683,27,27
557,3,2,575,4296,20049,1,2,2,1,2640,0,0,400,2240,2240,400,0,0,0,400,0,0,2240,0,2240,400,0,0,0,400,0,0,2240,0,1,0,1,2,29,2,1,0,4,1,0,0,0,24,24,68407,47381,115788,29,2
558,0,2,6918,814,8471,1,9,1,1,6216,2072,0,400,3744,5764,452,2020,52,0,400,0,0,3744,0,5816,452,2020,52,0,400,0,0,3744,0,0,0,0,1,38,2,1,0,4,1,0,0,0,23,23.75,28903,125950,154853,38,5
559,0,5,6603,869,5061,3,6,2,1,814,0,0,0,814,814,0,0,0,0,0,0,0,814,0,814,0,0,0,0,0,0,0,814,0,0,0,0,1,28,1,0,0,1,1,0,0,0,13,28,17269,84806,102075,28,9
560,0,2,9068,252,8460,3,3,2,0,4659,1553,1553,250,1303,4409,250,1553,0,0,250,1553,0,1303,0,0,4659,0,1553,0,250,0,1553,0,1303,0,0,1,1,72,1,0,0,1,0,1,0,0,5,72,28866,172330.0658,201196.0658,72,35
561,3,2,2110,2901,15274,1,9,2,1,1851,0,0,400,1451,1451,400,0,0,0,400,0,0,1451,0,1451,400,0,0,0,400,0,0,1451,0,0,0,0,2,25,2,0,0,2,1,0,0,0,11,24.5,52114,33957,86071,25,24
562,0,2,5201,1424,6279,3,1,1,1,2452,684,684,400,684,684,1768,0,684,0,400,0,684,684,0,2052,1768,0,684,0,400,0,684,684,0,0,0,0,1,45,2,1,0,2,1,0,0,0,11,44,21423,64816,86239,45,43
563,2,3,2273,82,2207,2,5,1,1,1069,0,0,0,1069,1069,0,0,0,0,0,0,0,1069,0,0,1069,0,0,0,0,0,0,0,1069,0,0,0,1,24,2,1,1,4,1,0,0,1,5,13,7530,30767,38297,24,1
564,2,2,939,1343,2909,4,7,1,1,1503,0,0,400,1103,1103,400,0,0,0,400,0,0,1103,0,1103,400,0,0,0,400,0,0,1103,0,0,0,1,2,54,2,1,0,3,1,0,0,0,24,41.33333333,9926,57624,67550,54,16
565,0,4,4386,1002,3492,4,1,1,1,480,0,0,0,480,480,0,0,0,0,0,0,0,480,0,0,480,0,0,0,0,0,0,0,480,0,0,0,1,28,2,1,0,2,1,1,0,0,24,27.5,11915,58241,70156,28,27
566,0,2,6182,990,6826,3,1,4,0,3456,1152,0,0,2304,2304,1152,0,1152,0,0,0,0,2304,0,432,3456,0,1152,0,0,0,0,0,2304,0,0,1,1,77,1,1,0,1,1,1,0,0,9,77,23290,94828.55058,118118.5506,77,3
567,0,2,4004,1470,34149,1,5,4,0,3019,0,0,400,2619,1571,1448,0,0,0,400,0,0,1571,1048,977,2042,0,0,0,400,0,0,977,1642,1,0,1,2,59,2,1,0,3,1,0,0,0,24,45,116516,81359.1029,197875.1029,59,20
568,4,2,554,3576,32278,7,3,3,0,2398,0,0,400,1998,1998,400,0,0,0,400,0,0,1998,0,1998,400,0,0,0,400,0,0,1998,0,1,0,1,2,48,2,1,0,2,1,0,0,0,19,48,110133,34834.88002,144967.88,48,48
569,0,4,5801,1378,6180,1,5,3,1,1127,0,0,0,1127,1127,0,0,0,0,0,0,0,1127,0,1127,0,0,0,0,0,0,0,1127,0,0,0,0,1,63,2,0,0,1,1,0,0,0,12,63,21086,63798,84884,63,49
570,0,2,4171,249,16826,3,9,4,0,1188,0,0,0,1188,1188,0,0,0,0,0,0,0,1188,0,238,1188,0,0,0,0,0,0,0,1188,0,0,1,1,34,1,1,0,6,1,0,1,0,11,18.16666667,57410,67781.71181,125191.7118,34,1
571,2,2,2003,1962,6421,1,2,4,0,1863,0,0,400,1463,878,985,0,0,0,400,0,0,878,585,0,1863,0,0,0,400,0,0,0,1463,0,0,1,1,57,1,1,1,2,1,0,0,0,5,57,21907,42037.35488,63944.35488,57,57
572,0,2,4716,1381,17645,3,2,1,1,2100,725,0,0,1375,2100,0,725,0,0,0,0,0,1375,0,2100,725,0,725,0,0,0,0,1375,0,0,0,0,2,57,2,1,0,2,1,0,0,0,13,51,60205,52170,112375,57,45
573,3,2,1197,3398,26731,1,7,3,1,3600,0,0,400,3200,3200,400,0,0,0,400,0,0,3200,0,3200,400,0,0,0,400,0,0,3200,0,0,0,0,2,39,2,1,0,5,1,0,0,0,24,21.2,91206,110206,201412,39,4
574,1,5,4862,1382,7352,7,1,1,1,210,0,0,0,210,210,0,0,0,0,0,0,0,210,0,210,210,0,0,0,0,0,0,0,210,0,0,0,1,30,1,0,0,4,1,0,0,0,5,39.75,25086,28777,53863,30,55
575,0,2,1301,3192,13146,1,3,1,1,5520,0,2760,0,2760,2760,2760,0,0,0,0,0,2760,2760,0,5520,2760,0,0,0,0,0,2760,2760,0,0,0,0,1,56,2,1,0,2,1,0,0,0,23,57,44855,27845,72700,56,58
576,2,2,2286,79,7649,4,8,1,1,4182,0,2091,400,1691,2091,2091,0,0,400,0,0,2091,1691,0,0,4182,0,0,0,400,0,2091,0,1691,0,0,0,2,47,2,1,0,3,1,0,0,0,13,35.66666667,26098,88391,114489,47,16
577,0,2,4795,1474,5633,4,1,3,1,2400,600,600,0,1200,171,2229,0,600,0,0,0,600,171,1029,343,2400,0,600,0,0,0,600,0,1200,0,0,1,1,93,1,0,0,1,0,1,0,0,10,93,19220,158466,177686,93,33
578,0,2,706,4237,17123,4,10,4,1,2632,0,0,650,1982,1416,1216,0,0,0,650,0,0,1416,566,1982,650,0,0,0,650,0,0,1982,0,0,0,0,2,45,2,1,0,3,1,1,0,0,15,35.66666667,58424,29429,87853,45,16
579,0,2,2125,2199,26672,1,6,4,0,1575,0,0,0,1575,1575,0,0,0,0,0,0,0,1575,0,1575,0,0,0,0,0,0,0,1575,0,0,0,1,1,36,1,0,0,4,0,0,0,0,7,20,91005,44716.44303,135721.443,36,2
580,4,4,724,3256,3933,7,5,2,0,900,0,0,0,900,900,0,0,0,0,0,0,0,900,0,900,0,0,0,0,0,0,0,900,0,0,0,1,2,60,1,1,1,2,1,1,0,0,7,60,13419,0,13419,60,60
581,0,2,7389,523,2696,1,2,3,1,2475,575,0,250,1650,2225,250,575,0,0,250,0,0,1650,0,445,2475,0,575,0,250,0,0,0,1650,0,0,1,2,76,1,0,0,1,0,1,0,0,6,76,9199,16052,25251,76,20
582,0,4,4751,1729,6246,1,2,2,1,1168,0,0,0,1168,1168,0,0,0,0,0,0,0,1168,0,834,1168,0,0,0,0,0,0,0,1168,0,0,1,1,27,2,0,1,3,1,0,0,0,7,13,21311,216296,237607,27,1
583,0,2,6432,989,5485,2,4,3,1,2244,990,0,250,1004,1707,537,990,0,0,250,0,0,717,287,1994,250,990,0,0,250,0,0,1004,0,0,0,0,1,76,1,0,0,1,0,1,0,0,6,76,18715,65959,84674,76,45
584,0,2,745,4622,12270,1,3,1,1,1560,0,0,0,1560,1560,0,0,0,0,0,0,0,1560,0,1560,0,0,0,0,0,0,0,1560,0,0,0,1,1,33,1,0,0,3,0,0,0,1,5,17.33333333,41865,70795,112660,33,8
585,0,2,4547,135,7949,2,3,1,1,1215,0,0,0,1215,1215,0,0,0,0,0,0,0,1215,0,0,1215,0,0,0,0,0,0,0,1215,1,0,1,1,40,2,1,0,2,1,0,0,0,24,40,27122,100099,127221,40,40
586,0,2,5691,1363,8187,3,3,1,1,3551,888,888,0,1776,1776,1776,0,888,0,0,0,888,1776,0,1332,3551,0,888,0,0,0,888,0,1776,0,0,0,1,32,0,1,0,4,1,0,0,0,18,21,27935,105061,132996,32,7
587,0,2,4148,380,7523,2,8,1,1,2139,0,0,400,1739,1739,400,0,0,0,400,0,0,1739,0,497,2139,0,0,0,400,0,0,0,1739,0,0,0,1,30,2,1,0,3,1,0,0,0,23,30.66666667,25668,81188,106856,30,30
588,0,2,3460,1744,43150,4,5,2,1,5460,240,1740,400,3080,3320,2140,240,0,0,400,0,1740,3080,0,5060,2140,240,0,0,400,0,1740,3080,0,0,0,0,1,51,2,1,0,3,1,0,0,0,24,39.33333333,147228,29532,176760,51,11
589,2,2,2190,1338,15699,2,1,1,1,1472,491,491,0,491,491,981,0,491,0,0,0,491,491,0,1472,981,0,491,0,0,0,491,491,0,0,0,1,1,28,1,1,1,4,1,0,1,0,16,28,53565,36735,90300,28,1
590,0,2,8491,324,11666,3,10,4,0,5160,2580,0,400,2180,4760,400,2580,0,0,400,0,0,2180,0,952,5160,0,2580,0,400,0,0,0,2180,0,0,0,1,71,1,1,0,2,0,1,0,0,5,71,39804,104596.5671,144400.5671,71,71
591,0,1,2901,1594,29760,3,8,4,0,980,0,0,0,980,980,0,0,0,0,0,0,0,980,0,980,0,0,0,0,0,0,0,980,0,1,0,1,2,50,2,1,0,2,1,0,0,0,5,45.5,101541,34078.1432,135619.1432,50,41
592,0,2,5621,1175,9097,1,4,3,1,5504,1040,1040,0,3424,2663,2841,0,1040,0,0,0,1040,2663,761,1835,5504,0,1040,0,0,0,1040,0,3424,0,0,0,1,57,2,1,0,3,1,1,0,0,10,56.33333333,31039,102551.3547,133590.3547,57,56
593,1,5,5890,990,5055,1,10,2,1,956,0,0,0,956,956,0,0,0,0,0,0,0,956,0,319,956,0,0,0,0,0,0,0,956,0,0,0,1,55,2,1,0,2,1,0,0,0,9,55,17248,48214,65462,55,55
594,0,2,6008,1109,11178,1,2,1,1,3564,1188,1188,0,1188,2970,594,594,594,0,0,1188,0,1188,0,2228,3564,0,1188,0,0,0,1188,0,1188,0,0,1,1,52,2,0,1,2,1,0,0,0,13,37.5,38139,208373,246512,52,23
595,1,3,5676,958,9262,2,3,3,1,1183,0,0,250,933,933,250,0,0,0,250,0,0,933,0,467,1183,0,0,0,250,0,0,0,933,0,0,0,1,32,0,1,0,3,1,0,0,0,19,25.33333333,31602,87877,119479,32,6
596,0,2,6862,811,4703,3,1,1,1,1980,616,0,0,1364,1980,0,616,0,0,0,0,0,1364,0,917,732,616,0,0,0,0,0,632,732,0,0,0,1,34,2,0,0,3,1,0,0,0,11,19.66666667,16047,121937,137984,34,12
597,0,2,5880,985,9456,6,1,4,0,3648,912,912,0,1824,1303,2345,0,912,0,0,0,912,1303,521,1042,3648,0,912,0,0,0,912,0,1824,0,0,0,1,46,0,0,0,1,1,0,1,1,9,46,32264,90004.40189,122268.4019,46,18
598,0,3,4474,1623,8507,4,1,3,1,936,468,0,0,468,819,117,351,117,0,0,0,0,468,0,374,936,0,468,0,0,0,0,0,468,0,0,1,1,83,1,0,0,2,1,1,0,0,5,63,29026,149617,178643,83,43
599,2,4,1945,1370,4494,4,5,1,1,766,0,0,0,766,383,383,0,0,0,0,0,0,383,383,383,766,0,0,0,0,0,0,0,766,0,0,0,1,60,2,0,0,1,1,0,0,0,14,60,15334,11936,27270,60,51
600,0,3,5490,1057,16187,1,7,4,0,1674,0,0,250,1424,475,1199,0,0,0,250,0,0,475,949,475,1674,0,0,0,250,0,0,0,1424,0,0,0,2,25,2,1,0,2,1,0,0,0,18,24.5,55230,56715.8021,111945.8021,25,24
601,0,4,5404,1117,14682,6,5,4,1,961,0,0,0,961,721,240,0,0,0,0,0,0,721,240,240,961,0,0,0,0,0,0,0,961,0,0,0,1,20,2,1,0,2,1,0,0,0,8,20,50095,39163.03394,89258.03394,20,20
602,3,2,1236,3264,18428,1,7,1,1,1526,0,238,400,888,888,638,0,0,0,400,0,238,888,0,1126,638,0,0,0,400,0,238,888,0,0,0,1,1,22,2,0,0,6,1,0,1,1,10,20.33333333,62876,53096,115972,22,1
603,4,4,650,3329,12162,7,5,1,0,880,0,0,0,880,880,0,0,0,0,0,0,0,880,0,880,0,0,0,0,0,0,0,880,0,0,0,0,1,19,2,1,1,2,1,0,0,0,5,19,41497,0,41497,19,19
604,3,5,4079,1394,2623,1,2,1,1,968,0,0,0,968,968,0,0,0,0,0,0,0,968,0,194,968,0,0,0,0,0,0,0,968,0,0,1,1,22,1,0,1,3,0,0,0,1,5,10.66666667,8950,21760,30710,22,3
605,2,5,1957,1321,11961,4,6,1,0,971,0,0,0,971,971,0,0,0,0,0,0,0,971,0,971,0,0,0,0,0,0,0,971,0,0,0,0,2,22,1,0,0,2,1,0,0,0,10,22,40811,11883.30986,52694.30986,22,22
606,0,2,6084,1164,14471,3,9,3,1,4881,1581,0,400,2900,3691,1191,791,791,0,400,0,0,2900,0,4481,1981,0,1581,0,400,0,0,2900,0,1,0,1,1,39,0,1,0,4,1,0,0,0,24,19.5,49375,108971,158346,39,1
607,2,2,1878,657,8671,4,3,1,1,1206,0,0,400,806,806,400,0,0,0,400,0,0,806,0,806,400,0,0,0,400,0,0,806,0,0,0,1,1,41,1,1,1,5,1,0,0,0,24,27.6,29585,69766,99351,41,13
608,0,2,1600,3502,7889,1,4,1,1,925,0,0,0,925,370,555,0,0,0,0,0,0,370,555,374,551,0,0,0,0,0,0,374,551,0,0,0,2,56,2,0,0,1,1,0,0,0,7,56,26917,28812,55729,56,18
609,0,2,3077,1974,14716,1,10,3,1,9180,3060,3060,650,2410,3175,6005,765,2295,0,650,0,3060,2410,0,3096,6775,1530,1530,0,650,0,3060,875,1535,0,0,0,1,58,0,1,0,2,1,0,0,0,24,58,50211,63665,113876,58,58
610,4,2,499,4035,22236,7,6,3,0,1921,0,0,400,1521,1521,400,0,0,0,400,0,0,1521,0,1521,400,0,0,0,400,0,0,1521,0,0,0,0,1,33,2,1,0,3,1,0,0,0,16,23.33333333,75869,22139.78553,98008.78553,33,1
611,3,2,1802,3401,15074,1,7,3,1,2367,0,984,400,984,984,1384,0,0,0,400,0,984,984,0,1967,1384,0,0,0,400,0,984,984,0,1,0,1,1,57,2,1,0,2,1,0,0,0,19,41.5,51432,75220,126652,57,26
612,0,2,3414,2021,19661,1,2,1,1,3150,0,1575,0,1575,1575,1575,0,0,0,0,0,1575,1575,0,3150,1575,0,0,0,0,0,1575,1575,0,0,0,1,1,69,1,0,0,2,0,1,0,0,11,50.5,67083,44967,112050,69,32
613,0,3,5656,1142,9909,3,4,1,1,2880,720,360,0,1800,2520,360,720,0,0,0,0,360,1800,0,1152,2880,0,720,0,0,0,360,0,1800,0,0,1,1,34,0,1,0,4,1,0,0,1,4,24,33810,114322,148132,34,13
614,0,3,5099,1276,8886,1,3,1,1,4766,1134,1134,0,2498,2498,2268,0,1134,0,0,0,1134,2498,0,0,4766,0,1134,0,0,0,1134,0,2498,0,0,0,1,44,2,1,0,2,1,0,0,0,5,50,30319,121979,152298,44,56
615,0,5,693,4273,19678,4,6,3,1,860,0,0,0,860,860,0,0,0,0,0,0,0,860,0,860,0,0,0,0,0,0,0,860,0,0,0,0,1,18,1,0,0,3,0,0,0,0,2,17.66666667,67143,15105,82248,18,17
616,0,3,5018,1290,14568,2,3,2,1,3308,992,662,0,1654,1654,1654,0,992,0,0,0,662,1654,0,3308,1654,0,992,0,0,0,662,1654,0,0,0,0,2,28,2,0,0,5,1,0,0,0,8,12,49706,91038,140744,28,5
617,1,5,4681,1508,1342,1,2,1,1,564,0,0,0,564,564,0,0,0,0,0,0,0,564,0,0,564,0,0,0,0,0,0,0,564,0,0,1,1,74,1,0,1,1,0,0,1,1,3,74,4578,44808,49386,74,14
618,1,5,6775,786,3690,1,9,2,1,926,0,0,0,926,926,0,0,0,0,0,0,0,926,0,926,0,0,0,0,0,0,0,926,0,0,0,1,1,77,1,0,0,1,0,1,0,0,9,77,12590,30561,43151,77,55
619,0,2,6256,1004,17629,2,1,2,1,1760,0,0,0,1760,1760,0,0,0,0,0,0,0,1760,0,220,1760,0,0,0,0,0,0,0,1760,0,0,0,2,45,2,1,0,6,1,0,0,0,15,24.5,60150,63798,123948,45,9
620,0,2,5968,864,14145,2,1,4,1,5600,1400,1400,650,2150,2800,2800,0,1400,650,0,0,1400,2150,0,3094,5600,0,1400,0,650,0,1400,0,2150,1,0,1,2,47,2,1,0,7,1,0,0,0,15,29.71428571,48262,109966,158228,47,6
621,0,2,4759,1571,9858,3,4,3,1,3416,1308,0,400,1708,2589,827,1308,0,0,400,0,0,1281,427,3016,400,1308,0,0,400,0,0,1708,0,0,0,1,1,65,1,0,0,1,0,1,0,0,6,65,33634,81505,115139,65,54
622,1,2,7423,789,6299,9,5,4,0,3672,1436,0,400,1836,2913,759,1077,359,0,400,0,0,1836,0,3272,1836,0,1436,0,400,0,0,1836,0,1,0,1,2,80,2,1,0,2,1,1,0,0,18,77.5,21492,97905.59682,119397.5968,80,75
623,0,2,3035,2242,16048,2,1,2,1,4000,1500,0,0,2500,2500,1500,0,1500,0,0,0,0,2500,0,1500,4000,0,1500,0,0,0,0,0,2500,0,0,0,2,64,0,0,0,4,0,1,0,0,11,27.5,54756,86333,141089,64,14
624,0,2,7625,717,13054,3,5,4,0,4032,1344,0,0,2688,4032,0,1344,0,0,0,0,0,2688,0,1008,4032,0,1344,0,0,0,0,0,2688,0,0,1,1,46,0,1,0,5,1,0,0,0,13,28.8,44540,123096.7952,167636.7952,46,4
625,0,2,1108,3628,20364,4,7,1,0,2016,0,0,400,1616,1616,400,0,0,0,400,0,0,1616,0,1616,400,0,0,0,400,0,0,1616,0,1,0,1,2,61,0,1,0,2,1,1,0,0,17,52,69482,41418.19244,110900.1924,61,43
626,2,2,1879,1639,7030,4,9,1,1,980,0,0,400,580,580,400,0,0,0,400,0,0,580,0,580,400,0,0,0,400,0,0,580,0,0,0,0,1,26,1,1,0,6,0,0,0,0,14,12.33333333,23988,51553,75541,26,1
627,0,2,2612,2130,19885,3,6,4,1,702,0,0,0,702,702,0,0,0,0,0,0,0,702,0,0,702,0,0,0,0,0,0,0,702,0,0,1,1,49,1,0,0,8,0,0,1,0,2,32.625,67848,65008.41388,132856.4139,49,9
628,1,2,4969,1263,2853,3,1,1,1,1581,518,0,0,1063,1581,0,518,0,0,0,0,0,1063,0,0,1581,0,518,0,0,0,0,0,1063,0,0,0,1,55,2,0,0,2,1,0,0,0,12,41,9734,71413,81147,55,27
629,0,3,5910,1199,4938,3,8,1,1,3854,0,1927,250,1677,1677,2177,0,0,0,250,0,1927,1677,0,3604,2177,0,0,0,250,0,1927,1677,0,0,0,1,1,32,0,1,0,3,1,0,0,0,11,25.33333333,16848,43024,59872,32,9
630,0,5,3046,2054,8265,3,12,4,0,432,0,0,0,432,432,0,0,0,0,0,0,0,432,0,432,0,0,0,0,0,0,0,432,0,0,0,1,1,64,1,1,0,2,0,1,0,0,8,64,28200,7700.187645,35900.18765,64,64
631,0,2,4936,1550,5470,3,1,2,1,812,0,0,0,812,812,0,0,0,0,0,0,0,812,0,203,812,0,0,0,0,0,0,0,812,0,0,1,2,61,2,0,0,1,1,0,0,0,11,61,18664,50730,69394,61,54
632,0,2,2181,2124,10482,2,6,4,0,2600,0,0,0,2600,2600,0,0,0,0,0,0,0,2600,0,0,2600,0,0,0,0,0,0,0,2600,1,0,1,1,48,2,1,0,3,1,0,0,0,10,51.66666667,35765,57298.12409,93063.12409,48,53
633,0,5,4770,1314,8962,1,1,3,1,1056,0,0,0,1056,1056,0,0,0,0,0,0,0,1056,0,1056,0,0,0,0,0,0,0,1056,0,0,0,0,2,32,2,0,0,3,1,0,0,0,15,37.33333333,30579,58124,88703,32,30
634,2,3,2107,1397,9329,4,4,1,1,700,0,0,0,700,700,0,0,0,0,0,0,0,700,0,175,700,0,0,0,0,0,0,0,700,0,0,1,1,38,1,0,0,3,0,0,0,1,13,20.33333333,31831,19963,51794,38,10
635,0,5,6117,1158,3761,1,5,3,1,821,0,0,0,821,821,0,0,0,0,0,0,0,821,0,411,821,0,0,0,0,0,0,0,821,0,0,1,1,55,2,1,1,2,1,0,0,0,8,55,12833,56044,68877,55,55
636,1,2,6730,815,11646,5,5,4,0,2112,1056,0,0,1056,1320,792,264,792,0,0,0,0,1056,0,302,2112,0,1056,0,0,0,0,0,1056,0,0,1,1,32,1,1,0,2,1,0,0,0,9,17.5,39736,76439.64428,116175.6443,32,3
637,0,2,7090,835,4981,2,1,4,0,2160,720,0,0,1440,1440,720,0,720,0,0,0,0,1440,0,360,2160,0,720,0,0,0,0,0,1440,0,0,1,2,80,1,1,0,2,0,1,0,0,9,77,16995,100540.7889,117535.7889,80,74
638,1,3,6648,868,6960,3,5,1,1,2008,640,0,0,1368,821,1187,0,640,0,0,0,0,821,547,555,1630,0,640,0,0,0,0,378,990,0,0,1,1,24,2,1,0,4,0,0,0,0,14,25,23748,73368,97116,24,3
639,4,2,568,2952,32693,4,8,1,1,1930,0,450,400,1080,1080,850,0,0,0,400,0,450,1080,0,1530,850,0,0,0,400,0,450,1080,0,0,0,0,2,24,2,1,0,2,1,0,0,0,24,13.5,111549,19668,131217,24,3
640,0,5,5126,1489,11909,1,5,2,0,821,0,0,0,821,821,0,0,0,0,0,0,0,821,0,821,0,0,0,0,0,0,0,821,0,0,0,0,1,33,2,0,0,2,1,0,0,1,2,20,40634,48215.58382,88849.58382,33,7
641,1,5,4780,1439,2628,1,1,1,1,723,0,0,0,723,723,0,0,0,0,0,0,0,723,0,0,723,0,0,0,0,0,0,0,723,0,0,0,2,30,0,0,0,3,1,0,0,0,7,27,8965,4658,13623,30,22
642,0,2,4368,1502,12367,3,5,1,1,1425,0,0,250,1175,1175,250,0,0,0,250,0,0,1175,0,1175,250,0,0,0,250,0,0,1175,0,0,0,1,1,57,1,1,0,5,1,0,0,0,13,34.2,42196,54743,96939,57,21
643,2,1,947,1354,5708,3,5,1,1,800,0,0,0,800,800,0,0,0,0,0,0,0,800,0,200,800,0,0,0,0,0,0,0,800,1,0,1,2,78,1,1,0,2,0,1,0,0,5,72,19476,30804,50280,78,66
644,0,2,4565,1597,25590,3,6,4,0,3855,825,0,250,2780,3855,0,825,0,250,0,0,0,2780,0,3605,250,825,0,0,250,0,0,2780,0,0,0,1,1,46,2,1,0,4,1,0,0,0,19,32.25,87313,85627.11815,172940.1181,46,16
645,0,5,4299,1823,7241,1,6,3,0,656,0,0,0,656,656,0,0,0,0,0,0,0,656,0,656,0,0,0,0,0,0,0,656,0,0,0,0,2,46,2,0,0,1,1,0,0,0,13,46,24706,33337.00719,58043.00719,46,7
646,0,2,4009,1758,11745,6,3,4,0,1680,720,0,400,560,1140,540,720,0,0,400,0,0,420,140,1280,400,720,0,0,400,0,0,560,0,0,0,1,2,58,1,1,0,2,1,1,0,0,7,57,40074,49375.65587,89449.65587,58,56
647,0,2,4160,651,5014,2,4,4,0,2490,0,0,0,2490,2490,0,0,0,0,0,0,0,2490,0,0,2490,0,0,0,0,0,0,0,2490,0,0,1,2,58,2,1,0,2,1,0,0,0,20,57.5,17109,79883.90027,96992.90027,58,57
648,2,3,2130,1380,4435,2,1,1,1,830,126,336,0,368,368,462,0,126,0,0,0,336,368,0,0,830,0,126,0,0,0,336,0,368,0,0,0,1,37,1,0,1,1,0,0,1,0,4,37,15132,31282,46414,37,1
649,0,2,5131,1257,10753,2,4,3,1,2001,0,0,0,2001,2001,0,0,0,0,0,0,0,2001,0,667,2001,0,0,0,0,0,0,0,2001,0,0,1,2,66,0,1,0,2,1,1,0,0,18,66,36689,80323,117012,66,66
650,0,2,3091,1928,14372,3,9,3,1,4557,0,1519,400,2638,2638,1919,0,0,0,400,0,1519,2638,0,4157,1919,0,0,0,400,0,1519,2638,0,0,0,0,2,31,2,1,0,10,1,0,1,0,24,23.5,49037,87124,136161,31,1
651,0,2,5060,1345,12704,1,4,4,1,1400,0,0,250,1150,1400,0,0,0,250,0,0,0,1150,0,1150,250,0,0,0,250,0,0,1150,0,0,0,0,1,50,2,1,0,2,1,0,0,0,14,50,43347,70347.70212,113694.7021,50,50
652,0,2,6897,861,33039,3,4,4,0,3787,1040,0,400,2347,2347,1440,0,1040,0,400,0,0,2347,0,0,3787,0,1040,0,400,0,0,0,2347,0,0,0,2,40,2,1,0,2,1,0,0,0,19,40,112729,104084.4392,216813.4392,40,40
653,0,1,2068,2379,13381,3,6,1,0,784,0,0,0,784,784,0,0,0,0,0,0,0,784,0,784,0,0,0,0,0,0,0,784,0,0,0,0,2,57,2,0,0,1,1,0,0,0,6,57,45656,35080.46363,80736.46363,57,41
654,2,2,991,679,5275,4,8,1,1,2939,0,0,250,2689,2689,250,0,0,0,250,0,0,2689,0,0,2939,0,0,0,250,0,0,0,2689,0,0,1,1,31,2,0,1,5,1,0,0,0,20,35.2,17998,41366,59364,31,4
655,0,1,2538,2207,28023,2,8,4,0,1404,0,0,0,1404,1404,0,0,0,0,0,0,0,1404,0,1404,0,0,0,0,0,0,0,1404,0,0,0,1,2,63,1,1,0,4,1,1,0,0,7,36,95614,44794.82998,140408.83,63,12
656,0,2,3011,1691,11833,5,12,1,1,7236,0,2412,0,4824,4824,2412,0,0,0,0,0,2412,4824,0,7236,2412,0,0,0,0,0,2412,4824,0,0,0,1,1,58,1,1,0,2,1,0,0,0,12,58,40374,59888,100262,58,58
657,0,2,7043,802,12075,3,5,1,1,3808,1904,0,400,1504,3408,400,1904,0,0,400,0,0,1504,0,3408,400,1904,0,0,400,0,0,1504,0,0,0,0,1,39,2,0,0,1,1,0,0,0,9,39,41200,79645,120845,39,21
658,0,2,5820,967,3766,1,2,3,1,3844,1178,744,0,1922,1922,1922,0,1178,0,0,0,744,1922,0,549,3844,0,1178,0,0,0,744,0,1922,0,0,1,1,76,1,0,0,2,1,1,0,0,5,55.5,12850,97035,109885,76,35
659,0,2,1433,3321,10330,4,11,3,1,3205,0,0,400,2805,2805,400,0,0,0,400,0,0,2805,0,1104,2101,0,0,0,400,0,0,1104,1701,1,0,1,2,64,2,1,0,2,1,1,0,0,12,64,35246,18831,54077,64,64
660,0,2,3990,1645,24821,1,7,3,0,4016,800,0,400,2816,4016,0,800,0,400,0,0,0,2816,0,3616,400,800,0,0,400,0,0,2816,0,0,0,1,2,66,0,1,0,3,1,1,0,0,9,68.33333333,84689,71768.2245,156457.2245,66,56
661,1,2,5516,980,18115,4,8,4,0,4425,750,1225,400,2050,3275,1150,0,750,0,400,1225,0,2050,0,4025,1150,0,750,0,400,1225,0,2050,0,1,0,1,1,31,2,1,1,4,1,0,0,0,24,18.5,61808,110918.884,172726.884,31,3
662,0,2,5857,1312,14347,1,4,2,1,4408,1102,0,0,3306,4408,0,1102,0,0,0,0,0,3306,0,4408,0,1102,0,0,0,0,0,3306,0,1,0,1,1,66,0,1,0,2,1,1,0,0,6,64,48952,99607,148559,66,62
663,0,2,6112,955,4742,3,1,3,1,3072,768,768,0,1536,1097,1975,0,768,0,0,0,768,1097,439,0,3072,0,768,0,0,0,768,0,1536,0,0,0,2,35,2,0,0,1,1,0,0,0,12,35,16180,63202,79382,35,54
